12S_seq_number	AHi_12S_5.C2.S1540.L007	AHi_12S_8.C4.S900.L007	AHi_12S_AN1H.S1214.L007	AHi_12S_AN2C.S1215.L007	AHi_12S_ANB2.S1217.L007	AHi_12S_C1g.S885.L007	count	forward	reverse	merged	sumtax
reverse_12S_3650	1	1	0	0	0	0	2		reverse		
reverse_12S_3651	1	0	0	0	0	1	2		reverse		
reverse_12S_3652	1	0	0	0	0	1	2		reverse		
reverse_12S_3653	1	0	0	0	0	1	2		reverse		
reverse_12S_3654	1	0	0	0	0	1	2		reverse		
reverse_12S_3655	1	0	0	0	0	1	2		reverse		
reverse_12S_3656	1	0	0	0	0	1	2		reverse		
reverse_12S_3657	1	0	0	0	0	1	2		reverse		
reverse_12S_3658	1	1	0	0	0	0	2		reverse		
reverse_12S_3659	1	0	0	0	0	1	2		reverse		
reverse_12S_3660	1	0	0	0	0	1	2		reverse		
reverse_12S_3661	1	0	0	0	0	1	2		reverse		
reverse_12S_3662	1	0	0	0	0	1	2		reverse		
reverse_12S_3663	1	0	0	0	0	1	2		reverse		
reverse_12S_3664	1	0	0	0	0	1	2		reverse		
reverse_12S_3665	1	1	0	0	0	0	2		reverse		
reverse_12S_3666	1	0	0	0	0	1	2		reverse		
reverse_12S_3667	1	0	0	0	0	1	2		reverse		
reverse_12S_3668	1	1	0	0	0	0	2		reverse		
reverse_12S_3669	1	0	0	0	0	1	2		reverse		
reverse_12S_3670	1	0	0	0	1	0	2		reverse		
reverse_12S_3671	1	0	0	0	0	1	2		reverse		
reverse_12S_3672	1	0	0	0	0	1	2		reverse		
reverse_12S_3673	1	0	0	0	0	1	2		reverse		
reverse_12S_3674	1	0	0	0	0	1	2		reverse		
reverse_12S_3675	1	0	0	0	0	1	2		reverse		
reverse_12S_3676	1	0	0	0	0	1	2		reverse		
reverse_12S_3677	1	1	0	0	0	0	2		reverse		
reverse_12S_3678	1	0	0	0	0	1	2		reverse		
reverse_12S_3679	1	0	0	0	0	1	2		reverse		
reverse_12S_3680	1	0	0	0	0	1	2		reverse		
reverse_12S_3681	1	0	0	0	0	1	2		reverse		
reverse_12S_3682	1	0	0	0	0	1	2		reverse		
reverse_12S_3683	1	0	0	0	0	1	2		reverse		
reverse_12S_3684	1	0	0	0	0	1	2		reverse		
reverse_12S_3685	1	0	0	0	0	1	2		reverse		
reverse_12S_3686	1	0	0	0	0	1	2		reverse		
reverse_12S_3687	1	1	0	0	0	0	2		reverse		
reverse_12S_3688	1	0	0	0	0	1	2		reverse		
reverse_12S_3689	1	0	0	0	0	1	2		reverse		
reverse_12S_3690	1	0	0	0	0	1	2		reverse		
reverse_12S_3691	1	0	0	0	0	1	2		reverse		
reverse_12S_3692	1	0	0	0	0	1	2		reverse		
reverse_12S_3693	1	0	0	0	0	1	2		reverse		
reverse_12S_3694	1	0	0	0	0	1	2		reverse		
reverse_12S_3695	1	0	0	0	0	1	2		reverse		
reverse_12S_3696	1	1	0	0	0	0	2		reverse		
reverse_12S_3697	1	0	0	0	0	1	2		reverse		
reverse_12S_3698	1	0	0	0	0	1	2		reverse		
reverse_12S_3699	1	0	0	0	0	1	2		reverse		
reverse_12S_3700	1	0	0	0	0	1	2		reverse		
reverse_12S_3701	1	0	0	0	0	1	2		reverse		
reverse_12S_3702	1	0	0	0	0	1	2		reverse		
reverse_12S_3703	1	0	0	0	0	1	2		reverse		
reverse_12S_3704	1	0	0	0	0	1	2		reverse		
reverse_12S_3705	1	0	0	0	0	1	2		reverse		
reverse_12S_3706	1	1	0	0	0	0	2		reverse		
reverse_12S_3707	1	0	0	0	0	1	2		reverse		
reverse_12S_3708	1	0	0	0	0	1	2		reverse		
reverse_12S_3709	1	0	0	0	0	1	2		reverse		
reverse_12S_3710	1	0	0	0	0	1	2		reverse		
reverse_12S_3711	1	0	0	0	0	1	2		reverse		
reverse_12S_3712	1	0	0	0	0	1	2		reverse		
reverse_12S_3713	1	0	0	0	0	1	2		reverse		
reverse_12S_3714	1	0	0	0	0	1	2		reverse		
reverse_12S_3715	1	0	0	0	0	1	2		reverse		
reverse_12S_3716	1	0	0	0	0	1	2		reverse		
reverse_12S_3717	1	0	0	0	0	1	2		reverse		
reverse_12S_3718	1	0	0	0	0	1	2		reverse		
reverse_12S_3719	1	0	0	0	0	1	2		reverse		
reverse_12S_3720	1	0	0	0	0	1	2		reverse		
reverse_12S_3721	1	0	0	0	0	1	2		reverse		
reverse_12S_3722	1	1	0	0	0	0	2		reverse		
reverse_12S_3723	1	1	0	0	0	0	2		reverse		
reverse_12S_3724	1	0	0	0	0	1	2		reverse		
reverse_12S_3725	1	0	0	0	0	1	2		reverse		
reverse_12S_3726	1	0	0	0	0	1	2		reverse		
reverse_12S_3727	1	0	0	0	0	1	2		reverse		
reverse_12S_3728	1	0	0	0	0	1	2		reverse		
reverse_12S_3729	1	0	0	0	0	1	2		reverse		
reverse_12S_3730	1	0	0	0	0	1	2		reverse		
reverse_12S_3731	1	0	0	0	0	1	2		reverse		
reverse_12S_3732	1	0	0	0	0	1	2		reverse		
reverse_12S_3733	1	1	0	0	0	0	2		reverse		
reverse_12S_3734	1	0	0	0	0	1	2		reverse		
reverse_12S_3735	1	0	0	0	0	1	2		reverse		
reverse_12S_3736	1	0	0	0	0	1	2		reverse		
reverse_12S_3737	1	0	0	0	0	1	2		reverse		
reverse_12S_3738	1	0	0	0	0	1	2		reverse		
reverse_12S_3739	1	0	0	0	0	1	2		reverse		
reverse_12S_3740	1	0	0	0	0	1	2		reverse		
reverse_12S_3741	1	0	0	0	0	1	2		reverse		
reverse_12S_3742	1	0	0	0	0	1	2		reverse		
reverse_12S_3743	1	0	0	0	0	1	2		reverse		
reverse_12S_3744	1	0	0	0	0	1	2		reverse		
reverse_12S_3745	1	0	0	0	0	1	2		reverse		
reverse_12S_3746	1	0	0	0	0	1	2		reverse		
reverse_12S_3747	1	0	0	0	0	1	2		reverse		
reverse_12S_3748	1	0	0	0	0	1	2		reverse		
reverse_12S_3749	1	0	0	0	0	1	2		reverse		
reverse_12S_3750	1	0	0	0	0	1	2		reverse		
reverse_12S_3751	1	1	0	0	0	0	2		reverse		
reverse_12S_3752	1	1	0	0	0	0	2		reverse		
reverse_12S_3753	1	0	0	0	0	1	2		reverse		
reverse_12S_3754	1	1	0	0	0	0	2		reverse		
reverse_12S_3755	1	1	0	0	0	0	2		reverse		
reverse_12S_3756	1	0	0	0	0	1	2		reverse		
reverse_12S_3757	1	0	0	0	0	1	2		reverse		
reverse_12S_3758	1	0	0	0	0	1	2		reverse		
reverse_12S_3759	1	0	0	0	0	1	2		reverse		
reverse_12S_3760	1	0	0	0	0	1	2		reverse		
reverse_12S_3761	1	1	0	0	0	0	2		reverse		
reverse_12S_3762	1	1	0	0	0	0	2		reverse		
reverse_12S_3763	1	1	0	0	0	0	2		reverse		
reverse_12S_3764	1	0	0	0	0	1	2		reverse		
reverse_12S_3765	1	1	0	0	0	0	2		reverse		
reverse_12S_3766	1	0	0	0	0	1	2		reverse		
reverse_12S_3767	1	0	0	0	0	1	2		reverse		
reverse_12S_3768	1	1	0	0	0	0	2		reverse		
reverse_12S_3769	1	0	0	0	0	1	2		reverse		
reverse_12S_3770	1	1	0	0	0	0	2		reverse		
reverse_12S_3771	1	0	0	0	0	1	2		reverse		
reverse_12S_3772	1	1	0	0	0	0	2		reverse		
reverse_12S_3773	1	0	0	0	0	1	2		reverse		
reverse_12S_3774	1	0	0	0	0	1	2		reverse		
reverse_12S_3775	1	0	0	0	0	1	2		reverse		
reverse_12S_3776	1	0	0	0	0	1	2		reverse		
reverse_12S_3777	1	0	0	0	0	1	2		reverse		
reverse_12S_3778	1	0	0	0	0	1	2		reverse		
reverse_12S_3779	1	1	0	0	0	0	2		reverse		
reverse_12S_3780	1	1	0	0	0	0	2		reverse		
reverse_12S_3781	1	1	0	0	0	0	2		reverse		
reverse_12S_3782	1	0	0	0	0	1	2		reverse		
reverse_12S_3783	1	0	0	0	0	1	2		reverse		
reverse_12S_3784	1	0	0	0	0	1	2		reverse		
reverse_12S_3785	1	0	0	0	0	1	2		reverse		
reverse_12S_3786	1	0	0	0	0	1	2		reverse		
reverse_12S_3787	1	1	0	0	0	0	2		reverse		
reverse_12S_3788	1	0	0	0	0	1	2		reverse		
reverse_12S_3789	1	0	0	0	0	1	2		reverse		
reverse_12S_3790	1	0	0	0	0	1	2		reverse		
reverse_12S_3791	1	0	0	0	0	1	2		reverse		
reverse_12S_3792	1	0	0	0	0	1	2		reverse		
reverse_12S_3793	1	0	0	0	0	1	2		reverse		
reverse_12S_3794	1	0	0	0	0	1	2		reverse		
reverse_12S_3795	1	0	0	0	0	1	2		reverse		
reverse_12S_3796	1	0	0	0	0	1	2		reverse		
reverse_12S_3797	1	0	0	0	0	1	2		reverse		
reverse_12S_3798	1	0	0	0	0	1	2		reverse		
reverse_12S_3799	1	0	0	0	0	1	2		reverse		
reverse_12S_3800	1	0	0	1	0	0	2		reverse		Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
reverse_12S_3801	0	2	0	0	0	0	2		reverse		
reverse_12S_3802	0	2	0	0	0	0	2		reverse		
reverse_12S_3803	0	2	0	0	0	0	2		reverse		
reverse_12S_3804	0	2	0	0	0	0	2		reverse		
reverse_12S_3805	0	2	0	0	0	0	2		reverse		
reverse_12S_3806	0	2	0	0	0	0	2		reverse		
reverse_12S_3807	0	2	0	0	0	0	2		reverse		
reverse_12S_3808	0	2	0	0	0	0	2		reverse		
reverse_12S_3809	0	2	0	0	0	0	2		reverse		
reverse_12S_3810	0	2	0	0	0	0	2		reverse		
reverse_12S_3811	0	2	0	0	0	0	2		reverse		
reverse_12S_3812	0	2	0	0	0	0	2		reverse		
reverse_12S_3813	0	2	0	0	0	0	2		reverse		
reverse_12S_3814	0	2	0	0	0	0	2		reverse		
reverse_12S_3815	0	2	0	0	0	0	2		reverse		
reverse_12S_3816	0	2	0	0	0	0	2		reverse		
reverse_12S_3817	0	2	0	0	0	0	2		reverse		
reverse_12S_3818	0	2	0	0	0	0	2		reverse		
reverse_12S_3819	0	2	0	0	0	0	2		reverse		
reverse_12S_3820	0	2	0	0	0	0	2		reverse		
reverse_12S_3821	0	2	0	0	0	0	2		reverse		
reverse_12S_3822	0	2	0	0	0	0	2		reverse		
reverse_12S_3823	0	2	0	0	0	0	2		reverse		
reverse_12S_3824	0	2	0	0	0	0	2		reverse		
reverse_12S_3825	0	2	0	0	0	0	2		reverse		
reverse_12S_3826	0	2	0	0	0	0	2		reverse		
reverse_12S_3827	0	2	0	0	0	0	2		reverse		
reverse_12S_3828	0	2	0	0	0	0	2		reverse		
reverse_12S_3829	0	2	0	0	0	0	2		reverse		
reverse_12S_3830	0	2	0	0	0	0	2		reverse		
reverse_12S_3831	0	2	0	0	0	0	2		reverse		
reverse_12S_3832	0	2	0	0	0	0	2		reverse		
reverse_12S_3833	0	2	0	0	0	0	2		reverse		
reverse_12S_3834	0	2	0	0	0	0	2		reverse		
reverse_12S_3835	0	2	0	0	0	0	2		reverse		
reverse_12S_3836	0	2	0	0	0	0	2		reverse		
reverse_12S_3837	0	2	0	0	0	0	2		reverse		
reverse_12S_3838	0	2	0	0	0	0	2		reverse		
reverse_12S_3839	0	2	0	0	0	0	2		reverse		
reverse_12S_3840	0	2	0	0	0	0	2		reverse		
reverse_12S_3841	0	2	0	0	0	0	2		reverse		
reverse_12S_3842	0	2	0	0	0	0	2		reverse		
reverse_12S_3843	0	2	0	0	0	0	2		reverse		
reverse_12S_3844	0	2	0	0	0	0	2		reverse		
reverse_12S_3845	0	2	0	0	0	0	2		reverse		
reverse_12S_3846	0	2	0	0	0	0	2		reverse		
reverse_12S_3847	0	2	0	0	0	0	2		reverse		
reverse_12S_3848	0	2	0	0	0	0	2		reverse		
reverse_12S_3849	0	2	0	0	0	0	2		reverse		
reverse_12S_3850	0	2	0	0	0	0	2		reverse		
reverse_12S_3851	0	2	0	0	0	0	2		reverse		
reverse_12S_3852	0	2	0	0	0	0	2		reverse		
reverse_12S_3853	0	2	0	0	0	0	2		reverse		
reverse_12S_3854	0	2	0	0	0	0	2		reverse		
reverse_12S_3855	0	2	0	0	0	0	2		reverse		
reverse_12S_3856	0	2	0	0	0	0	2		reverse		
reverse_12S_3857	0	2	0	0	0	0	2		reverse		
reverse_12S_3858	0	2	0	0	0	0	2		reverse		
reverse_12S_3859	0	2	0	0	0	0	2		reverse		
reverse_12S_3860	0	2	0	0	0	0	2		reverse		
reverse_12S_3861	0	2	0	0	0	0	2		reverse		
reverse_12S_3862	0	2	0	0	0	0	2		reverse		
reverse_12S_3863	0	2	0	0	0	0	2		reverse		
reverse_12S_3864	0	2	0	0	0	0	2		reverse		
reverse_12S_3865	0	2	0	0	0	0	2		reverse		
reverse_12S_3866	0	2	0	0	0	0	2		reverse		
reverse_12S_3867	0	2	0	0	0	0	2		reverse		
reverse_12S_3868	0	2	0	0	0	0	2		reverse		
reverse_12S_3869	0	2	0	0	0	0	2		reverse		
reverse_12S_3870	0	2	0	0	0	0	2		reverse		
reverse_12S_3871	0	2	0	0	0	0	2		reverse		
reverse_12S_3872	0	2	0	0	0	0	2		reverse		
reverse_12S_3873	0	2	0	0	0	0	2		reverse		
reverse_12S_3874	0	2	0	0	0	0	2		reverse		
reverse_12S_3875	0	2	0	0	0	0	2		reverse		
reverse_12S_3876	0	2	0	0	0	0	2		reverse		
reverse_12S_3877	0	2	0	0	0	0	2		reverse		
reverse_12S_3878	0	2	0	0	0	0	2		reverse		
reverse_12S_3879	0	2	0	0	0	0	2		reverse		
reverse_12S_3880	0	2	0	0	0	0	2		reverse		
reverse_12S_3881	0	2	0	0	0	0	2		reverse		
reverse_12S_3882	0	2	0	0	0	0	2		reverse		
reverse_12S_3883	0	2	0	0	0	0	2		reverse		
reverse_12S_3884	0	2	0	0	0	0	2		reverse		
reverse_12S_3885	0	2	0	0	0	0	2		reverse		
reverse_12S_3886	0	2	0	0	0	0	2		reverse		
reverse_12S_3887	0	2	0	0	0	0	2		reverse		
reverse_12S_3888	0	2	0	0	0	0	2		reverse		
reverse_12S_3889	0	2	0	0	0	0	2		reverse		
reverse_12S_3890	0	2	0	0	0	0	2		reverse		
reverse_12S_3891	0	2	0	0	0	0	2		reverse		
reverse_12S_3892	0	2	0	0	0	0	2		reverse		
reverse_12S_3893	0	2	0	0	0	0	2		reverse		
reverse_12S_3894	0	2	0	0	0	0	2		reverse		
reverse_12S_3895	0	2	0	0	0	0	2		reverse		
reverse_12S_3896	0	2	0	0	0	0	2		reverse		
reverse_12S_3897	0	2	0	0	0	0	2		reverse		
reverse_12S_3898	0	2	0	0	0	0	2		reverse		
reverse_12S_3899	0	2	0	0	0	0	2		reverse		
reverse_12S_3900	0	2	0	0	0	0	2		reverse		
reverse_12S_3901	0	2	0	0	0	0	2		reverse		
reverse_12S_3902	0	2	0	0	0	0	2		reverse		
reverse_12S_3903	0	2	0	0	0	0	2		reverse		
reverse_12S_3904	0	2	0	0	0	0	2		reverse		
reverse_12S_3905	0	2	0	0	0	0	2		reverse		
reverse_12S_3906	0	2	0	0	0	0	2		reverse		
reverse_12S_3907	0	2	0	0	0	0	2		reverse		
reverse_12S_3908	0	2	0	0	0	0	2		reverse		
reverse_12S_3909	0	2	0	0	0	0	2		reverse		
reverse_12S_3910	0	2	0	0	0	0	2		reverse		
reverse_12S_3911	0	2	0	0	0	0	2		reverse		
reverse_12S_3912	0	2	0	0	0	0	2		reverse		
reverse_12S_3913	0	2	0	0	0	0	2		reverse		
reverse_12S_3914	0	2	0	0	0	0	2		reverse		
reverse_12S_3915	0	2	0	0	0	0	2		reverse		
reverse_12S_3916	0	2	0	0	0	0	2		reverse		
reverse_12S_3917	0	2	0	0	0	0	2		reverse		
reverse_12S_3918	0	2	0	0	0	0	2		reverse		
reverse_12S_3919	0	2	0	0	0	0	2		reverse		
reverse_12S_3920	0	2	0	0	0	0	2		reverse		
reverse_12S_3921	0	2	0	0	0	0	2		reverse		
reverse_12S_3922	0	2	0	0	0	0	2		reverse		
reverse_12S_3923	0	2	0	0	0	0	2		reverse		
reverse_12S_3924	0	2	0	0	0	0	2		reverse		
reverse_12S_3925	0	2	0	0	0	0	2		reverse		
reverse_12S_3926	0	2	0	0	0	0	2		reverse		
reverse_12S_3927	0	2	0	0	0	0	2		reverse		
reverse_12S_3928	0	2	0	0	0	0	2		reverse		
reverse_12S_3929	0	2	0	0	0	0	2		reverse		
reverse_12S_3930	0	2	0	0	0	0	2		reverse		
reverse_12S_3931	0	2	0	0	0	0	2		reverse		
reverse_12S_3932	0	2	0	0	0	0	2		reverse		
reverse_12S_3933	0	2	0	0	0	0	2		reverse		
reverse_12S_3934	0	2	0	0	0	0	2		reverse		
reverse_12S_3935	0	2	0	0	0	0	2		reverse		
reverse_12S_3936	0	2	0	0	0	0	2		reverse		
reverse_12S_3937	0	2	0	0	0	0	2		reverse		
reverse_12S_3938	0	2	0	0	0	0	2		reverse		
reverse_12S_3939	0	2	0	0	0	0	2		reverse		
reverse_12S_3940	0	2	0	0	0	0	2		reverse		
reverse_12S_3941	0	2	0	0	0	0	2		reverse		
reverse_12S_3942	0	2	0	0	0	0	2		reverse		
reverse_12S_3943	0	2	0	0	0	0	2		reverse		
reverse_12S_3944	0	2	0	0	0	0	2		reverse		
reverse_12S_3945	0	2	0	0	0	0	2		reverse		
reverse_12S_3946	0	2	0	0	0	0	2		reverse		
reverse_12S_3947	0	2	0	0	0	0	2		reverse		
reverse_12S_3948	0	2	0	0	0	0	2		reverse		
reverse_12S_3949	0	2	0	0	0	0	2		reverse		
reverse_12S_3950	0	2	0	0	0	0	2		reverse		
reverse_12S_3951	0	2	0	0	0	0	2		reverse		
reverse_12S_3952	0	2	0	0	0	0	2		reverse		
reverse_12S_3953	0	2	0	0	0	0	2		reverse		
reverse_12S_3954	0	2	0	0	0	0	2		reverse		
reverse_12S_3955	0	2	0	0	0	0	2		reverse		
reverse_12S_3956	0	2	0	0	0	0	2		reverse		
reverse_12S_3957	0	2	0	0	0	0	2		reverse		
reverse_12S_3958	0	2	0	0	0	0	2		reverse		
reverse_12S_3959	0	2	0	0	0	0	2		reverse		
reverse_12S_3960	0	2	0	0	0	0	2		reverse		
reverse_12S_3961	0	2	0	0	0	0	2		reverse		
reverse_12S_3962	0	2	0	0	0	0	2		reverse		
reverse_12S_3963	0	2	0	0	0	0	2		reverse		
reverse_12S_3964	0	2	0	0	0	0	2		reverse		
reverse_12S_3965	0	2	0	0	0	0	2		reverse		
reverse_12S_3966	0	2	0	0	0	0	2		reverse		
reverse_12S_3967	0	2	0	0	0	0	2		reverse		
reverse_12S_3968	0	2	0	0	0	0	2		reverse		
reverse_12S_3969	0	2	0	0	0	0	2		reverse		
reverse_12S_3970	0	2	0	0	0	0	2		reverse		
reverse_12S_3971	0	2	0	0	0	0	2		reverse		
reverse_12S_3972	0	2	0	0	0	0	2		reverse		
reverse_12S_3973	0	2	0	0	0	0	2		reverse		
reverse_12S_3974	0	2	0	0	0	0	2		reverse		
reverse_12S_3975	0	2	0	0	0	0	2		reverse		
reverse_12S_3976	0	2	0	0	0	0	2		reverse		
reverse_12S_3977	0	2	0	0	0	0	2		reverse		
reverse_12S_3978	0	2	0	0	0	0	2		reverse		
reverse_12S_3979	0	2	0	0	0	0	2		reverse		
reverse_12S_3980	0	2	0	0	0	0	2		reverse		
reverse_12S_3981	0	2	0	0	0	0	2		reverse		
reverse_12S_3982	0	2	0	0	0	0	2		reverse		
reverse_12S_3983	0	2	0	0	0	0	2		reverse		
reverse_12S_3984	0	2	0	0	0	0	2		reverse		
reverse_12S_3985	0	2	0	0	0	0	2		reverse		
reverse_12S_3986	0	2	0	0	0	0	2		reverse		
reverse_12S_3987	0	2	0	0	0	0	2		reverse		
reverse_12S_3988	0	2	0	0	0	0	2		reverse		
reverse_12S_3989	0	2	0	0	0	0	2		reverse		
reverse_12S_3990	0	2	0	0	0	0	2		reverse		
reverse_12S_3991	0	2	0	0	0	0	2		reverse		
reverse_12S_3992	0	2	0	0	0	0	2		reverse		
reverse_12S_3993	0	2	0	0	0	0	2		reverse		
reverse_12S_3994	0	1	0	0	0	1	2		reverse		
reverse_12S_3995	0	1	0	0	0	1	2		reverse		
reverse_12S_3996	0	1	0	0	0	1	2		reverse		
reverse_12S_3997	0	1	0	0	0	1	2		reverse		
reverse_12S_3998	0	1	0	0	0	1	2		reverse		
reverse_12S_3999	0	1	0	0	0	1	2		reverse		
reverse_12S_4000	0	1	0	0	0	1	2		reverse		
reverse_12S_4001	0	1	0	0	0	1	2		reverse		
reverse_12S_4002	0	1	0	0	0	1	2		reverse		
reverse_12S_4003	0	1	0	0	0	1	2		reverse		
reverse_12S_4004	0	1	0	0	0	1	2		reverse		
reverse_12S_4005	0	1	0	0	0	1	2		reverse		
reverse_12S_4006	0	1	0	0	0	1	2		reverse		
reverse_12S_4007	0	1	0	0	0	1	2		reverse		
reverse_12S_4008	0	1	0	0	0	1	2		reverse		
reverse_12S_4009	0	1	0	0	0	1	2		reverse		
reverse_12S_4010	0	1	0	0	0	1	2		reverse		
reverse_12S_4011	0	1	0	0	0	1	2		reverse		
reverse_12S_4012	0	1	0	0	0	1	2		reverse		
reverse_12S_4013	0	1	0	0	0	1	2		reverse		
reverse_12S_4014	0	1	0	0	0	1	2		reverse		
reverse_12S_4015	0	1	0	0	0	1	2		reverse		
reverse_12S_4016	0	1	0	0	0	1	2		reverse		
reverse_12S_4017	0	1	0	0	0	1	2		reverse		
reverse_12S_4018	0	1	0	0	0	1	2		reverse		
reverse_12S_4019	0	1	0	0	0	1	2		reverse		
reverse_12S_4020	0	1	0	0	0	1	2		reverse		
reverse_12S_4021	0	1	0	0	0	1	2		reverse		
reverse_12S_4022	0	1	0	0	0	1	2		reverse		
reverse_12S_4023	0	1	0	0	0	1	2		reverse		
reverse_12S_4024	0	1	0	0	0	1	2		reverse		
reverse_12S_4025	0	1	0	0	0	1	2		reverse		
reverse_12S_4026	0	1	0	0	0	1	2		reverse		
reverse_12S_4027	0	1	0	0	0	1	2		reverse		
reverse_12S_4028	0	1	0	0	0	1	2		reverse		
reverse_12S_4029	0	1	0	0	0	1	2		reverse		
reverse_12S_4030	0	1	0	0	0	1	2		reverse		
reverse_12S_4031	0	1	0	0	0	1	2		reverse		
reverse_12S_4032	0	1	0	0	0	1	2		reverse		
reverse_12S_4033	0	1	0	0	0	1	2		reverse		
reverse_12S_4034	0	1	0	0	0	1	2		reverse		
reverse_12S_4035	0	1	0	0	0	1	2		reverse		
reverse_12S_4036	0	1	0	0	0	1	2		reverse		
reverse_12S_4037	0	1	0	0	0	1	2		reverse		
reverse_12S_4038	0	1	0	0	0	1	2		reverse		
reverse_12S_4039	0	1	0	0	0	1	2		reverse		
reverse_12S_4040	0	1	0	0	0	1	2		reverse		
reverse_12S_4041	0	1	0	0	0	1	2		reverse		
reverse_12S_4042	0	1	0	0	0	1	2		reverse		
reverse_12S_4043	0	1	0	0	0	1	2		reverse		
reverse_12S_4044	0	1	0	0	0	1	2		reverse		
reverse_12S_4045	0	1	0	0	0	1	2		reverse		
reverse_12S_4046	0	1	0	0	0	1	2		reverse		
reverse_12S_4047	0	1	0	0	0	1	2		reverse		
reverse_12S_4048	0	1	0	0	0	1	2		reverse		
reverse_12S_4049	0	1	0	0	0	1	2		reverse		
reverse_12S_4050	0	1	0	0	0	1	2		reverse		
reverse_12S_4051	0	1	0	0	0	1	2		reverse		
reverse_12S_4052	0	1	0	0	0	1	2		reverse		
reverse_12S_4053	0	1	0	0	0	1	2		reverse		
reverse_12S_4054	0	1	0	0	0	1	2		reverse		
reverse_12S_4055	0	1	0	0	0	1	2		reverse		
reverse_12S_4056	0	1	0	0	0	1	2		reverse		
reverse_12S_4057	0	1	0	0	0	1	2		reverse		
reverse_12S_4058	0	1	0	0	0	1	2		reverse		
reverse_12S_4059	0	1	0	0	0	1	2		reverse		
reverse_12S_4060	0	1	0	0	0	1	2		reverse		
reverse_12S_4061	0	1	0	0	0	1	2		reverse		
reverse_12S_4062	0	1	0	0	0	1	2		reverse		
reverse_12S_4063	0	1	0	0	0	1	2		reverse		
reverse_12S_4064	0	1	0	0	0	1	2		reverse		
reverse_12S_4065	0	1	0	0	0	1	2		reverse		
reverse_12S_4066	0	1	0	0	0	1	2		reverse		
reverse_12S_4067	0	1	0	0	0	1	2		reverse		
reverse_12S_4068	0	1	0	0	0	1	2		reverse		
reverse_12S_4069	0	1	0	0	0	1	2		reverse		
reverse_12S_4070	0	1	0	0	0	1	2		reverse		
reverse_12S_4071	0	1	0	0	0	1	2		reverse		
reverse_12S_4072	0	1	0	0	0	1	2		reverse		
reverse_12S_4073	0	1	0	0	0	1	2		reverse		
reverse_12S_4074	0	1	0	0	0	1	2		reverse		
reverse_12S_4075	0	1	0	0	0	1	2		reverse		
reverse_12S_4076	0	1	0	0	0	1	2		reverse		
reverse_12S_4077	0	1	0	0	0	1	2		reverse		
reverse_12S_4078	0	1	0	0	0	1	2		reverse		
reverse_12S_4079	0	1	0	0	0	1	2		reverse		
reverse_12S_4080	0	1	0	0	0	1	2		reverse		
reverse_12S_4081	0	1	0	0	0	1	2		reverse		
reverse_12S_4082	0	1	0	0	0	1	2		reverse		
reverse_12S_4083	0	1	0	0	0	1	2		reverse		
reverse_12S_4084	0	1	0	0	0	1	2		reverse		
reverse_12S_4085	0	1	0	0	0	1	2		reverse		
reverse_12S_4086	0	1	0	0	0	1	2		reverse		
reverse_12S_4087	0	1	0	0	0	1	2		reverse		
reverse_12S_4088	0	1	0	0	0	1	2		reverse		
reverse_12S_4089	0	1	0	0	0	1	2		reverse		
reverse_12S_4090	0	1	0	0	0	1	2		reverse		
reverse_12S_4091	0	1	0	0	0	1	2		reverse		
reverse_12S_4092	0	1	0	0	0	1	2		reverse		
reverse_12S_4093	0	1	0	0	0	1	2		reverse		
reverse_12S_4094	0	1	0	0	0	1	2		reverse		
reverse_12S_4095	0	1	0	0	0	1	2		reverse		
reverse_12S_4096	0	1	0	0	0	1	2		reverse		
reverse_12S_4097	0	1	0	0	0	1	2		reverse		
reverse_12S_4098	0	1	0	0	0	1	2		reverse		
reverse_12S_4099	0	1	0	0	0	1	2		reverse		
reverse_12S_4100	0	1	0	0	0	1	2		reverse		
reverse_12S_4101	0	1	0	0	0	1	2		reverse		
reverse_12S_4102	0	1	0	0	0	1	2		reverse		
reverse_12S_4103	0	1	0	0	0	1	2		reverse		
reverse_12S_4104	0	1	0	0	0	1	2		reverse		
reverse_12S_4105	0	1	0	0	0	1	2		reverse		
reverse_12S_4106	0	1	0	0	0	1	2		reverse		
reverse_12S_4107	0	1	0	0	0	1	2		reverse		
reverse_12S_4108	0	1	0	0	0	1	2		reverse		
reverse_12S_4109	0	1	0	0	0	1	2		reverse		
reverse_12S_4110	0	1	0	0	0	1	2		reverse		
reverse_12S_4111	0	1	0	0	0	1	2		reverse		
reverse_12S_4112	0	1	0	0	0	1	2		reverse		
reverse_12S_4113	0	1	0	0	0	1	2		reverse		
reverse_12S_4114	0	1	0	0	0	1	2		reverse		
reverse_12S_4115	0	1	0	0	0	1	2		reverse		
reverse_12S_4116	0	1	0	0	0	1	2		reverse		
reverse_12S_4117	0	0	2	0	0	0	2		reverse		
reverse_12S_4118	0	0	2	0	0	0	2		reverse		
reverse_12S_4119	0	0	2	0	0	0	2		reverse		
reverse_12S_4120	0	0	2	0	0	0	2		reverse		
reverse_12S_4121	0	0	2	0	0	0	2		reverse		
reverse_12S_4122	0	0	2	0	0	0	2		reverse		
reverse_12S_4123	0	0	2	0	0	0	2		reverse		
reverse_12S_4124	0	0	2	0	0	0	2		reverse		
