12S_seq_number	AHi_12S_5.C2.S1540.L007	AHi_12S_8.C4.S900.L007	AHi_12S_AN1H.S1214.L007	AHi_12S_AN2C.S1215.L007	AHi_12S_ANB2.S1217.L007	AHi_12S_C1g.S885.L007	count	forward	reverse	merged	sumtax
reverse_12S_4125	0	0	2	0	0	0	2		reverse		Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
reverse_12S_4126	0	0	1	1	0	0	2		reverse		
reverse_12S_4127	0	0	1	0	1	0	2		reverse		Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
reverse_12S_4128	0	0	0	2	0	0	2		reverse		
reverse_12S_4129	0	0	0	2	0	0	2		reverse		Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
reverse_12S_4130	0	0	0	0	2	0	2		reverse		Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
reverse_12S_4131	0	0	0	0	2	0	2		reverse		Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
reverse_12S_4132	0	0	0	0	2	0	2		reverse		Chordata;Actinopteri;Labriformes;Labridae;;
reverse_12S_4133	0	0	0	0	2	0	2		reverse		Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_12S_4134	0	0	0	0	2	0	2		reverse		Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Dipterygonotus;Dipterygonotus balteatus
reverse_12S_4135	0	0	0	0	1	1	2		reverse		
reverse_12S_4136	0	0	0	0	1	1	2		reverse		
reverse_12S_4137	0	0	0	0	1	1	2		reverse		
reverse_12S_4138	0	0	0	0	1	1	2		reverse		
reverse_12S_4139	0	0	0	0	0	2	2		reverse		
reverse_12S_4140	0	0	0	0	0	2	2		reverse		
reverse_12S_4141	0	0	0	0	0	2	2		reverse		
reverse_12S_4142	0	0	0	0	0	2	2		reverse		
reverse_12S_4143	0	0	0	0	0	2	2		reverse		
reverse_12S_4144	0	0	0	0	0	2	2		reverse		
reverse_12S_4145	0	0	0	0	0	2	2		reverse		
reverse_12S_4146	0	0	0	0	0	2	2		reverse		
reverse_12S_4147	0	0	0	0	0	2	2		reverse		
reverse_12S_4148	0	0	0	0	0	2	2		reverse		
reverse_12S_4149	0	0	0	0	0	2	2		reverse		
reverse_12S_4150	0	0	0	0	0	2	2		reverse		
reverse_12S_4151	0	0	0	0	0	2	2		reverse		
reverse_12S_4152	0	0	0	0	0	2	2		reverse		
reverse_12S_4153	0	0	0	0	0	2	2		reverse		
reverse_12S_4154	0	0	0	0	0	2	2		reverse		
reverse_12S_4155	0	0	0	0	0	2	2		reverse		
reverse_12S_4156	0	0	0	0	0	2	2		reverse		
reverse_12S_4157	0	0	0	0	0	2	2		reverse		
reverse_12S_4158	0	0	0	0	0	2	2		reverse		
reverse_12S_4159	0	0	0	0	0	2	2		reverse		
reverse_12S_4160	0	0	0	0	0	2	2		reverse		
reverse_12S_4161	0	0	0	0	0	2	2		reverse		
reverse_12S_4162	0	0	0	0	0	2	2		reverse		
reverse_12S_4163	0	0	0	0	0	2	2		reverse		
reverse_12S_4164	0	0	0	0	0	2	2		reverse		
reverse_12S_4165	0	0	0	0	0	2	2		reverse		
reverse_12S_4166	0	0	0	0	0	2	2		reverse		
reverse_12S_4167	0	0	0	0	0	2	2		reverse		
reverse_12S_4168	0	0	0	0	0	2	2		reverse		
reverse_12S_4169	0	0	0	0	0	2	2		reverse		
reverse_12S_4170	0	0	0	0	0	2	2		reverse		
reverse_12S_4171	0	0	0	0	0	2	2		reverse		
reverse_12S_4172	0	0	0	0	0	2	2		reverse		
reverse_12S_4173	0	0	0	0	0	2	2		reverse		
reverse_12S_4174	0	0	0	0	0	2	2		reverse		
reverse_12S_4175	0	0	0	0	0	2	2		reverse		
reverse_12S_4176	0	0	0	0	0	2	2		reverse		
reverse_12S_4177	0	0	0	0	0	2	2		reverse		
reverse_12S_4178	0	0	0	0	0	2	2		reverse		
reverse_12S_4179	0	0	0	0	0	2	2		reverse		
reverse_12S_4180	0	0	0	0	0	2	2		reverse		
reverse_12S_4181	0	0	0	0	0	2	2		reverse		
reverse_12S_4182	0	0	0	0	0	2	2		reverse		
reverse_12S_4183	0	0	0	0	0	2	2		reverse		
reverse_12S_4184	0	0	0	0	0	2	2		reverse		
reverse_12S_4185	0	0	0	0	0	2	2		reverse		
reverse_12S_4186	0	0	0	0	0	2	2		reverse		
reverse_12S_4187	0	0	0	0	0	2	2		reverse		
reverse_12S_4188	0	0	0	0	0	2	2		reverse		
reverse_12S_4189	0	0	0	0	0	2	2		reverse		
reverse_12S_4190	0	0	0	0	0	2	2		reverse		
reverse_12S_4191	0	0	0	0	0	2	2		reverse		
reverse_12S_4192	0	0	0	0	0	2	2		reverse		
reverse_12S_4193	0	0	0	0	0	2	2		reverse		
reverse_12S_4194	0	0	0	0	0	2	2		reverse		
reverse_12S_4195	0	0	0	0	0	2	2		reverse		
reverse_12S_4196	0	0	0	0	0	2	2		reverse		
reverse_12S_4197	0	0	0	0	0	2	2		reverse		
reverse_12S_4198	0	0	0	0	0	2	2		reverse		
reverse_12S_4199	0	0	0	0	0	2	2		reverse		
reverse_12S_4200	0	0	0	0	0	2	2		reverse		
reverse_12S_4201	0	0	0	0	0	2	2		reverse		
reverse_12S_4202	0	0	0	0	0	2	2		reverse		
reverse_12S_4203	0	0	0	0	0	2	2		reverse		
reverse_12S_4204	0	0	0	0	0	2	2		reverse		
reverse_12S_4205	0	0	0	0	0	2	2		reverse		
reverse_12S_4206	0	0	0	0	0	2	2		reverse		
reverse_12S_4207	0	0	0	0	0	2	2		reverse		
reverse_12S_4208	0	0	0	0	0	2	2		reverse		
reverse_12S_4209	0	0	0	0	0	2	2		reverse		
reverse_12S_4210	0	0	0	0	0	2	2		reverse		
reverse_12S_4211	0	0	0	0	0	2	2		reverse		
reverse_12S_4212	0	0	0	0	0	2	2		reverse		
reverse_12S_4213	0	0	0	0	0	2	2		reverse		
reverse_12S_4214	0	0	0	0	0	2	2		reverse		
reverse_12S_4215	0	0	0	0	0	2	2		reverse		
reverse_12S_4216	0	0	0	0	0	2	2		reverse		
reverse_12S_4217	0	0	0	0	0	2	2		reverse		
reverse_12S_4218	0	0	0	0	0	2	2		reverse		
reverse_12S_4219	0	0	0	0	0	2	2		reverse		
reverse_12S_4220	0	0	0	0	0	2	2		reverse		
reverse_12S_4221	0	0	0	0	0	2	2		reverse		
reverse_12S_4222	0	0	0	0	0	2	2		reverse		
reverse_12S_4223	0	0	0	0	0	2	2		reverse		
reverse_12S_4224	0	0	0	0	0	2	2		reverse		
reverse_12S_4225	0	0	0	0	0	2	2		reverse		
reverse_12S_4226	0	0	0	0	0	2	2		reverse		
reverse_12S_4227	0	0	0	0	0	2	2		reverse		
reverse_12S_4228	0	0	0	0	0	2	2		reverse		
reverse_12S_4229	0	0	0	0	0	2	2		reverse		
reverse_12S_4230	0	0	0	0	0	2	2		reverse		
reverse_12S_4231	0	0	0	0	0	2	2		reverse		
reverse_12S_4232	0	0	0	0	0	2	2		reverse		
reverse_12S_4233	0	0	0	0	0	2	2		reverse		
reverse_12S_4234	0	0	0	0	0	2	2		reverse		
reverse_12S_4235	0	0	0	0	0	2	2		reverse		
reverse_12S_4236	0	0	0	0	0	2	2		reverse		
reverse_12S_4237	0	0	0	0	0	2	2		reverse		
reverse_12S_4238	0	0	0	0	0	2	2		reverse		
reverse_12S_4239	0	0	0	0	0	2	2		reverse		
reverse_12S_4240	0	0	0	0	0	2	2		reverse		
reverse_12S_4241	0	0	0	0	0	2	2		reverse		
reverse_12S_4242	0	0	0	0	0	2	2		reverse		
reverse_12S_4243	0	0	0	0	0	2	2		reverse		
reverse_12S_4244	0	0	0	0	0	2	2		reverse		
reverse_12S_4245	0	0	0	0	0	2	2		reverse		
reverse_12S_4246	0	0	0	0	0	2	2		reverse		
reverse_12S_4247	0	0	0	0	0	2	2		reverse		
reverse_12S_4248	0	0	0	0	0	2	2		reverse		
reverse_12S_4249	0	0	0	0	0	2	2		reverse		
reverse_12S_4250	0	0	0	0	0	2	2		reverse		
reverse_12S_4251	0	0	0	0	0	2	2		reverse		
reverse_12S_4252	0	0	0	0	0	2	2		reverse		
reverse_12S_4253	0	0	0	0	0	2	2		reverse		
reverse_12S_4254	0	0	0	0	0	2	2		reverse		
reverse_12S_4255	0	0	0	0	0	2	2		reverse		
reverse_12S_4256	0	0	0	0	0	2	2		reverse		
reverse_12S_4257	0	0	0	0	0	2	2		reverse		
reverse_12S_4258	0	0	0	0	0	2	2		reverse		
reverse_12S_4259	0	0	0	0	0	2	2		reverse		
reverse_12S_4260	0	0	0	0	0	2	2		reverse		
reverse_12S_4261	0	0	0	0	0	2	2		reverse		
reverse_12S_4262	0	0	0	0	0	2	2		reverse		
reverse_12S_4263	0	0	0	0	0	2	2		reverse		
reverse_12S_4264	0	0	0	0	0	2	2		reverse		
reverse_12S_4265	0	0	0	0	0	2	2		reverse		
reverse_12S_4266	0	0	0	0	0	2	2		reverse		
reverse_12S_4267	0	0	0	0	0	2	2		reverse		
reverse_12S_4268	0	0	0	0	0	2	2		reverse		
reverse_12S_4269	0	0	0	0	0	2	2		reverse		
reverse_12S_4270	0	0	0	0	0	2	2		reverse		
reverse_12S_4271	0	0	0	0	0	2	2		reverse		
reverse_12S_4272	0	0	0	0	0	2	2		reverse		
reverse_12S_4273	0	0	0	0	0	2	2		reverse		
reverse_12S_4274	0	0	0	0	0	2	2		reverse		
reverse_12S_4275	0	0	0	0	0	2	2		reverse		
reverse_12S_4276	0	0	0	0	0	2	2		reverse		
reverse_12S_4277	0	0	0	0	0	2	2		reverse		
reverse_12S_4278	0	0	0	0	0	2	2		reverse		
reverse_12S_4279	0	0	0	0	0	2	2		reverse		
reverse_12S_4280	0	0	0	0	0	2	2		reverse		
reverse_12S_4281	0	0	0	0	0	2	2		reverse		
reverse_12S_4282	0	0	0	0	0	2	2		reverse		
reverse_12S_4283	0	0	0	0	0	2	2		reverse		
reverse_12S_4284	0	0	0	0	0	2	2		reverse		
reverse_12S_4285	0	0	0	0	0	2	2		reverse		
reverse_12S_4286	0	0	0	0	0	2	2		reverse		
reverse_12S_4287	0	0	0	0	0	2	2		reverse		
reverse_12S_4288	0	0	0	0	0	2	2		reverse		
reverse_12S_4289	0	0	0	0	0	2	2		reverse		
reverse_12S_4290	0	0	0	0	0	2	2		reverse		
reverse_12S_4291	0	0	0	0	0	2	2		reverse		
reverse_12S_4292	0	0	0	0	0	2	2		reverse		
reverse_12S_4293	0	0	0	0	0	2	2		reverse		
reverse_12S_4294	0	0	0	0	0	2	2		reverse		
reverse_12S_4295	0	0	0	0	0	2	2		reverse		
reverse_12S_4296	0	0	0	0	0	2	2		reverse		
reverse_12S_4297	0	0	0	0	0	2	2		reverse		
reverse_12S_4298	0	0	0	0	0	2	2		reverse		
reverse_12S_4299	0	0	0	0	0	2	2		reverse		
reverse_12S_4300	0	0	0	0	0	2	2		reverse		
reverse_12S_4301	0	0	0	0	0	2	2		reverse		
reverse_12S_4302	0	0	0	0	0	2	2		reverse		
reverse_12S_4303	0	0	0	0	0	2	2		reverse		
reverse_12S_4304	0	0	0	0	0	2	2		reverse		
reverse_12S_4305	0	0	0	0	0	2	2		reverse		
reverse_12S_4306	0	0	0	0	0	2	2		reverse		
reverse_12S_4307	0	0	0	0	0	2	2		reverse		
reverse_12S_4308	0	0	0	0	0	2	2		reverse		
reverse_12S_4309	0	0	0	0	0	2	2		reverse		
reverse_12S_4310	0	0	0	0	0	2	2		reverse		
reverse_12S_4311	0	0	0	0	0	2	2		reverse		
reverse_12S_4312	0	0	0	0	0	2	2		reverse		
reverse_12S_4313	0	0	0	0	0	2	2		reverse		
reverse_12S_4314	0	0	0	0	0	2	2		reverse		
reverse_12S_4315	0	0	0	0	0	2	2		reverse		
reverse_12S_4316	0	0	0	0	0	2	2		reverse		
reverse_12S_4317	0	0	0	0	0	2	2		reverse		
reverse_12S_4318	0	0	0	0	0	2	2		reverse		
reverse_12S_4319	0	0	0	0	0	2	2		reverse		
reverse_12S_4320	0	0	0	0	0	2	2		reverse		
reverse_12S_4321	0	0	0	0	0	2	2		reverse		
reverse_12S_4322	0	0	0	0	0	2	2		reverse		
reverse_12S_4323	0	0	0	0	0	2	2		reverse		
reverse_12S_4324	0	0	0	0	0	2	2		reverse		
reverse_12S_4325	0	0	0	0	0	2	2		reverse		
reverse_12S_4326	0	0	0	0	0	2	2		reverse		
reverse_12S_4327	0	0	0	0	0	2	2		reverse		
reverse_12S_4328	0	0	0	0	0	2	2		reverse		
reverse_12S_4329	0	0	0	0	0	2	2		reverse		
reverse_12S_4330	0	0	0	0	0	2	2		reverse		
reverse_12S_4331	0	0	0	0	0	2	2		reverse		
reverse_12S_4332	0	0	0	0	0	2	2		reverse		
reverse_12S_4333	0	0	0	0	0	2	2		reverse		
reverse_12S_4334	0	0	0	0	0	2	2		reverse		
reverse_12S_4335	0	0	0	0	0	2	2		reverse		
reverse_12S_4336	0	0	0	0	0	2	2		reverse		
reverse_12S_4337	0	0	0	0	0	2	2		reverse		
reverse_12S_4338	0	0	0	0	0	2	2		reverse		
reverse_12S_4339	0	0	0	0	0	2	2		reverse		
reverse_12S_4340	0	0	0	0	0	2	2		reverse		
reverse_12S_4341	0	0	0	0	0	2	2		reverse		
reverse_12S_4342	0	0	0	0	0	2	2		reverse		
reverse_12S_4343	0	0	0	0	0	2	2		reverse		
reverse_12S_4344	0	0	0	0	0	2	2		reverse		
reverse_12S_4345	0	0	0	0	0	2	2		reverse		
reverse_12S_4346	0	0	0	0	0	2	2		reverse		
reverse_12S_4347	0	0	0	0	0	2	2		reverse		
reverse_12S_4348	0	0	0	0	0	2	2		reverse		
reverse_12S_4349	0	0	0	0	0	2	2		reverse		
reverse_12S_4350	0	0	0	0	0	2	2		reverse		
reverse_12S_4351	0	0	0	0	0	2	2		reverse		
reverse_12S_4352	0	0	0	0	0	2	2		reverse		
reverse_12S_4353	0	0	0	0	0	2	2		reverse		
reverse_12S_4354	0	0	0	0	0	2	2		reverse		
reverse_12S_4355	0	0	0	0	0	2	2		reverse		
reverse_12S_4356	0	0	0	0	0	2	2		reverse		
reverse_12S_4357	0	0	0	0	0	2	2		reverse		
reverse_12S_4358	0	0	0	0	0	2	2		reverse		
reverse_12S_4359	0	0	0	0	0	2	2		reverse		
reverse_12S_4360	0	0	0	0	0	2	2		reverse		
reverse_12S_4361	0	0	0	0	0	2	2		reverse		
reverse_12S_4362	0	0	0	0	0	2	2		reverse		
reverse_12S_4363	0	0	0	0	0	2	2		reverse		
reverse_12S_4364	0	0	0	0	0	2	2		reverse		
reverse_12S_4365	0	0	0	0	0	2	2		reverse		
reverse_12S_4366	0	0	0	0	0	2	2		reverse		
reverse_12S_4367	0	0	0	0	0	2	2		reverse		
reverse_12S_4368	0	0	0	0	0	2	2		reverse		
reverse_12S_4369	0	0	0	0	0	2	2		reverse		
reverse_12S_4370	0	0	0	0	0	2	2		reverse		
reverse_12S_4371	0	0	0	0	0	2	2		reverse		
reverse_12S_4372	0	0	0	0	0	2	2		reverse		
reverse_12S_4373	0	0	0	0	0	2	2		reverse		
reverse_12S_4374	0	0	0	0	0	2	2		reverse		
reverse_12S_4375	0	0	0	0	0	2	2		reverse		
reverse_12S_4376	0	0	0	0	0	2	2		reverse		
reverse_12S_4377	0	0	0	0	0	2	2		reverse		
reverse_12S_4378	0	0	0	0	0	2	2		reverse		
reverse_12S_4379	0	0	0	0	0	2	2		reverse		
reverse_12S_4380	0	0	0	0	0	2	2		reverse		
reverse_12S_4381	0	0	0	0	0	2	2		reverse		
reverse_12S_4382	0	0	0	0	0	2	2		reverse		
reverse_12S_4383	0	0	0	0	0	2	2		reverse		
reverse_12S_4384	0	0	0	0	0	2	2		reverse		
reverse_12S_4385	0	0	0	0	0	2	2		reverse		
reverse_12S_4386	0	0	0	0	0	2	2		reverse		
reverse_12S_4387	0	0	0	0	0	2	2		reverse		
reverse_12S_4388	0	0	0	0	0	2	2		reverse		
reverse_12S_4389	0	0	0	0	0	2	2		reverse		
reverse_12S_4390	0	0	0	0	0	2	2		reverse		
reverse_12S_4391	0	0	0	0	0	2	2		reverse		
reverse_12S_4392	0	0	0	0	0	2	2		reverse		
reverse_12S_4393	0	0	0	0	0	2	2		reverse		
reverse_12S_4394	0	0	0	0	0	2	2		reverse		
reverse_12S_4395	0	0	0	0	0	2	2		reverse		
reverse_12S_4396	0	0	0	0	0	2	2		reverse		
reverse_12S_4397	0	0	0	0	0	2	2		reverse		
reverse_12S_4398	0	0	0	0	0	2	2		reverse		
reverse_12S_4399	0	0	0	0	0	2	2		reverse		
reverse_12S_4400	0	0	0	0	0	2	2		reverse		
reverse_12S_4401	0	0	0	0	0	2	2		reverse		
reverse_12S_4402	0	0	0	0	0	2	2		reverse		
reverse_12S_4403	0	0	0	0	0	2	2		reverse		
reverse_12S_4404	0	0	0	0	0	2	2		reverse		
reverse_12S_4405	0	0	0	0	0	2	2		reverse		
reverse_12S_4406	0	0	0	0	0	2	2		reverse		
reverse_12S_4407	0	0	0	0	0	2	2		reverse		
reverse_12S_4408	0	0	0	0	0	2	2		reverse		
reverse_12S_4409	0	0	0	0	0	2	2		reverse		
reverse_12S_4410	0	0	0	0	0	2	2		reverse		
reverse_12S_4411	0	0	0	0	0	2	2		reverse		
reverse_12S_4412	0	0	0	0	0	2	2		reverse		
reverse_12S_4413	0	0	0	0	0	2	2		reverse		
reverse_12S_4414	0	0	0	0	0	2	2		reverse		
reverse_12S_4415	0	0	0	0	0	2	2		reverse		
reverse_12S_4416	0	0	0	0	0	2	2		reverse		
reverse_12S_4417	0	0	0	0	0	2	2		reverse		
reverse_12S_4418	0	0	0	0	0	2	2		reverse		
reverse_12S_4419	0	0	0	0	0	2	2		reverse		
reverse_12S_4420	0	0	0	0	0	2	2		reverse		
reverse_12S_4421	0	0	0	0	0	2	2		reverse		
reverse_12S_4422	0	0	0	0	0	2	2		reverse		
reverse_12S_4423	0	0	0	0	0	2	2		reverse		
reverse_12S_4424	0	0	0	0	0	2	2		reverse		
reverse_12S_4425	0	0	0	0	0	2	2		reverse		
reverse_12S_4426	0	0	0	0	0	2	2		reverse		
reverse_12S_4427	0	0	0	0	0	2	2		reverse		
reverse_12S_4428	0	0	0	0	0	2	2		reverse		
reverse_12S_4429	0	0	0	0	0	2	2		reverse		
reverse_12S_4430	0	0	0	0	0	2	2		reverse		
reverse_12S_4431	0	0	0	0	0	2	2		reverse		
reverse_12S_4432	0	0	0	0	0	2	2		reverse		
reverse_12S_4433	0	0	0	0	0	2	2		reverse		
reverse_12S_4434	0	0	0	0	0	2	2		reverse		
reverse_12S_4435	0	0	0	0	0	2	2		reverse		
reverse_12S_4436	0	0	0	0	0	2	2		reverse		
reverse_12S_4437	0	0	0	0	0	2	2		reverse		
reverse_12S_4438	0	0	0	0	0	2	2		reverse		
reverse_12S_4439	0	0	0	0	0	2	2		reverse		
reverse_12S_4440	0	0	0	0	0	2	2		reverse		
reverse_12S_4441	0	0	0	0	0	2	2		reverse		
reverse_12S_4442	0	0	0	0	0	2	2		reverse		
reverse_12S_4443	0	0	0	0	0	2	2		reverse		
reverse_12S_4444	0	0	0	0	0	2	2		reverse		
reverse_12S_4445	0	0	0	0	0	2	2		reverse		
reverse_12S_4446	0	0	0	0	0	2	2		reverse		
reverse_12S_4447	0	0	0	0	0	2	2		reverse		
reverse_12S_4448	0	0	0	0	0	2	2		reverse		
reverse_12S_4449	0	0	0	0	0	2	2		reverse		
reverse_12S_4450	0	0	0	0	0	2	2		reverse		
reverse_12S_4451	0	0	0	0	0	2	2		reverse		
reverse_12S_4452	0	0	0	0	0	2	2		reverse		
reverse_12S_4453	0	0	0	0	0	2	2		reverse		
reverse_12S_4454	0	0	0	0	0	2	2		reverse		
reverse_12S_4455	0	0	0	0	0	2	2		reverse		
reverse_12S_4456	0	0	0	0	0	2	2		reverse		
reverse_12S_4457	0	0	0	0	0	2	2		reverse		
reverse_12S_4458	0	0	0	0	0	2	2		reverse		
reverse_12S_4459	0	0	0	0	0	2	2		reverse		
reverse_12S_4460	0	0	0	0	0	2	2		reverse		
reverse_12S_4461	0	0	0	0	0	2	2		reverse		
reverse_12S_4462	0	0	0	0	0	2	2		reverse		
reverse_12S_4463	0	0	0	0	0	2	2		reverse		
reverse_12S_4464	0	0	0	0	0	2	2		reverse		
reverse_12S_4465	0	0	0	0	0	2	2		reverse		
reverse_12S_4466	0	0	0	0	0	2	2		reverse		
reverse_12S_4467	0	0	0	0	0	2	2		reverse		
reverse_12S_4468	0	0	0	0	0	2	2		reverse		
reverse_12S_4469	0	0	0	0	0	2	2		reverse		
reverse_12S_4470	0	0	0	0	0	2	2		reverse		
reverse_12S_4471	0	0	0	0	0	2	2		reverse		
reverse_12S_4472	0	0	0	0	0	2	2		reverse		
reverse_12S_4473	0	0	0	0	0	2	2		reverse		
reverse_12S_4474	0	0	0	0	0	2	2		reverse		
reverse_12S_4475	0	0	0	0	0	2	2		reverse		
reverse_12S_4476	0	0	0	0	0	2	2		reverse		
reverse_12S_4477	0	0	0	0	0	2	2		reverse		
reverse_12S_4478	0	0	0	0	0	2	2		reverse		
reverse_12S_4479	0	0	0	0	0	2	2		reverse		
reverse_12S_4480	0	0	0	0	0	2	2		reverse		
reverse_12S_4481	0	0	0	0	0	2	2		reverse		
reverse_12S_4482	0	0	0	0	0	2	2		reverse		
reverse_12S_4483	0	0	0	0	0	2	2		reverse		
reverse_12S_4484	0	0	0	0	0	2	2		reverse		
reverse_12S_4485	0	0	0	0	0	2	2		reverse		
reverse_12S_4486	0	0	0	0	0	2	2		reverse		
reverse_12S_4487	0	0	0	0	0	2	2		reverse		
reverse_12S_4488	0	0	0	0	0	2	2		reverse		
reverse_12S_4489	0	0	0	0	0	2	2		reverse		
reverse_12S_4490	0	0	0	0	0	2	2		reverse		
reverse_12S_4491	0	0	0	0	0	2	2		reverse		
reverse_12S_4492	0	0	0	0	0	2	2		reverse		
reverse_12S_4493	0	0	0	0	0	2	2		reverse		
reverse_12S_4494	0	0	0	0	0	2	2		reverse		
reverse_12S_4495	0	0	0	0	0	2	2		reverse		
reverse_12S_4496	0	0	0	0	0	2	2		reverse		
reverse_12S_4497	0	0	0	0	0	2	2		reverse		
reverse_12S_4498	0	0	0	0	0	2	2		reverse		
reverse_12S_4499	0	0	0	0	0	2	2		reverse		
reverse_12S_4500	0	0	0	0	0	2	2		reverse		
reverse_12S_4501	0	0	0	0	0	2	2		reverse		
reverse_12S_4502	0	0	0	0	0	2	2		reverse		
reverse_12S_4503	0	0	0	0	0	2	2		reverse		
reverse_12S_4504	0	0	0	0	0	2	2		reverse		
reverse_12S_4505	0	0	0	0	0	2	2		reverse		
reverse_12S_4506	0	0	0	0	0	2	2		reverse		
reverse_12S_4507	0	0	0	0	0	2	2		reverse		
reverse_12S_4508	0	0	0	0	0	2	2		reverse		
reverse_12S_4509	0	0	0	0	0	2	2		reverse		
reverse_12S_4510	0	0	0	0	0	2	2		reverse		
reverse_12S_4511	0	0	0	0	0	2	2		reverse		
reverse_12S_4512	0	0	0	0	0	2	2		reverse		
reverse_12S_4513	0	0	0	0	0	2	2		reverse		
reverse_12S_4514	0	0	0	0	0	2	2		reverse		
reverse_12S_4515	0	0	0	0	0	2	2		reverse		
reverse_12S_4516	0	0	0	0	0	2	2		reverse		
reverse_12S_4517	0	0	0	0	0	2	2		reverse		
reverse_12S_4518	0	0	0	0	0	2	2		reverse		
reverse_12S_4519	0	0	0	0	0	2	2		reverse		
reverse_12S_4520	0	0	0	0	0	2	2		reverse		
reverse_12S_4521	0	0	0	0	0	2	2		reverse		
reverse_12S_4522	0	0	0	0	0	2	2		reverse		
reverse_12S_4523	0	0	0	0	0	2	2		reverse		
reverse_12S_4524	0	0	0	0	0	2	2		reverse		
reverse_12S_4525	0	0	0	0	0	2	2		reverse		
reverse_12S_4526	0	0	0	0	0	2	2		reverse		
reverse_12S_4527	0	0	0	0	0	2	2		reverse		
reverse_12S_4528	0	0	0	0	0	2	2		reverse		
reverse_12S_4529	0	0	0	0	0	2	2		reverse		
reverse_12S_4530	0	0	0	0	0	2	2		reverse		
reverse_12S_4531	0	0	0	0	0	2	2		reverse		
reverse_12S_4532	0	0	0	0	0	2	2		reverse		
reverse_12S_4533	0	0	0	0	0	2	2		reverse		
reverse_12S_4534	0	0	0	0	0	2	2		reverse		
reverse_12S_4535	0	0	0	0	0	2	2		reverse		
reverse_12S_4536	0	0	0	0	0	2	2		reverse		
reverse_12S_4537	0	0	0	0	0	2	2		reverse		
reverse_12S_4538	0	0	0	0	0	2	2		reverse		
reverse_12S_4539	0	0	0	0	0	2	2		reverse		
reverse_12S_4540	0	0	0	0	0	2	2		reverse		
reverse_12S_4541	0	0	0	0	0	2	2		reverse		
reverse_12S_4542	0	0	0	0	0	2	2		reverse		
reverse_12S_4543	0	0	0	0	0	2	2		reverse		
reverse_12S_4544	0	0	0	0	0	2	2		reverse		
reverse_12S_4545	0	0	0	0	0	2	2		reverse		
reverse_12S_4546	0	0	0	0	0	2	2		reverse		
reverse_12S_4547	0	0	0	0	0	2	2		reverse		
reverse_12S_4548	0	0	0	0	0	2	2		reverse		
reverse_12S_4549	0	0	0	0	0	2	2		reverse		
reverse_12S_4550	0	0	0	0	0	2	2		reverse		
reverse_12S_4551	0	0	0	0	0	2	2		reverse		
reverse_12S_4552	0	0	0	0	0	2	2		reverse		
reverse_12S_4553	0	0	0	0	0	2	2		reverse		
reverse_12S_4554	0	0	0	0	0	2	2		reverse		
reverse_12S_4555	0	0	0	0	0	2	2		reverse		
reverse_12S_4556	0	0	0	0	0	2	2		reverse		
reverse_12S_4557	0	0	0	0	0	2	2		reverse		
reverse_12S_4558	0	0	0	0	0	2	2		reverse		
reverse_12S_4559	0	0	0	0	0	2	2		reverse		
reverse_12S_4560	0	0	0	0	0	2	2		reverse		
reverse_12S_4561	0	0	0	0	0	2	2		reverse		
reverse_12S_4562	0	0	0	0	0	2	2		reverse		
reverse_12S_4563	0	0	0	0	0	2	2		reverse		
reverse_12S_4564	0	0	0	0	0	2	2		reverse		
reverse_12S_4565	0	0	0	0	0	2	2		reverse		
reverse_12S_4566	0	0	0	0	0	2	2		reverse		
reverse_12S_4567	0	0	0	0	0	2	2		reverse		
reverse_12S_4568	0	0	0	0	0	2	2		reverse		
reverse_12S_4569	0	0	0	0	0	2	2		reverse		
reverse_12S_4570	0	0	0	0	0	2	2		reverse		
reverse_12S_4571	0	0	0	0	0	2	2		reverse		
reverse_12S_4572	0	0	0	0	0	2	2		reverse		
reverse_12S_4573	0	0	0	0	0	2	2		reverse		
reverse_12S_4574	0	0	0	0	0	2	2		reverse		
reverse_12S_4575	0	0	0	0	0	2	2		reverse		
reverse_12S_4576	0	0	0	0	0	2	2		reverse		
reverse_12S_4577	0	0	0	0	0	2	2		reverse		
reverse_12S_4578	0	0	0	0	0	2	2		reverse		
reverse_12S_4579	0	0	0	0	0	2	2		reverse		
reverse_12S_4580	0	0	0	0	0	2	2		reverse		
reverse_12S_4581	0	0	0	0	0	2	2		reverse		
reverse_12S_4582	0	0	0	0	0	2	2		reverse		
reverse_12S_4583	0	0	0	0	0	2	2		reverse		
reverse_12S_4584	0	0	0	0	0	2	2		reverse		
reverse_12S_4585	0	0	0	0	0	2	2		reverse		
reverse_12S_4586	0	0	0	0	0	2	2		reverse		
reverse_12S_4587	0	0	0	0	0	2	2		reverse		
reverse_12S_4588	0	0	0	0	0	2	2		reverse		
reverse_12S_4589	0	0	0	0	0	2	2		reverse		
reverse_12S_4590	0	0	0	0	0	2	2		reverse		
reverse_12S_4591	0	0	0	0	0	2	2		reverse		
