12S_seq_number	SkHi_12S_5.C2.S1540.L007	SkHi12S_8.C4.S900.L007	SkHi12S_AN1H.S1214.L007	SkHi12S_AN2C.S1215.L007	SkHi12S_ANB2.S1217.L007	SkHi12S_C1g.S885.L007	Forward	reverse	merged	sumtax Confidence
reverse_12S_4621	0	0	0	0	0	2		reverse		Chordata	0.996863266
reverse_12S_4622	0	0	0	0	0	2		reverse		Chordata	0.996711811
reverse_12S_4623	0	0	0	0	0	2		reverse		Chordata	0.996688346
reverse_12S_4624	0	0	0	0	0	2		reverse		Chordata	0.996696483
reverse_12S_4625	0	0	0	0	0	2		reverse		Chordata	0.995871536
reverse_12S_4626	0	0	0	0	0	2		reverse		Chordata	0.99630403
reverse_12S_4627	0	0	0	0	0	2		reverse		Chordata	0.996333633
reverse_12S_4628	0	0	0	0	0	2		reverse		Chordata	0.996860143
reverse_12S_4629	0	0	0	0	0	2		reverse		Chordata	0.996664065
reverse_12S_463	9	1	0	0	0	16		reverse		Chordata	0.995966562
reverse_12S_4630	0	0	0	0	0	2		reverse		Chordata	0.996655713
reverse_12S_4631	0	0	0	0	0	2		reverse		Chordata	0.996345818
reverse_12S_4632	0	0	0	0	0	2		reverse		Chordata	0.996520188
reverse_12S_4633	0	0	0	0	0	2		reverse		Chordata	0.996740855
reverse_12S_4634	0	0	0	0	0	2		reverse		Chordata	0.996376719
reverse_12S_4635	0	0	0	0	0	2		reverse		Chordata	0.99671351
reverse_12S_4636	0	0	0	0	0	2		reverse		Chordata	0.996690543
reverse_12S_4637	0	0	0	0	0	2		reverse		Chordata	0.996758701
reverse_12S_4638	0	0	0	0	0	2		reverse		Chordata	0.996649471
reverse_12S_4639	0	0	0	0	0	2		reverse		Chordata	0.996429853
reverse_12S_464	9	10	0	0	0	7		reverse		Chordata	0.996421452
reverse_12S_4640	0	0	0	0	0	2		reverse		Chordata	0.996305931
reverse_12S_4641	0	0	0	0	0	2		reverse		Chordata	0.996847384
reverse_12S_4642	0	0	0	0	0	2		reverse		Chordata	0.99663135
reverse_12S_4643	0	0	0	0	0	2		reverse		Chordata	0.996739684
reverse_12S_4644	0	0	0	0	0	2		reverse		Chordata	0.996625962
reverse_12S_4645	0	0	0	0	0	2		reverse		Chordata	0.996597564
reverse_12S_4646	0	0	0	0	0	2		reverse		Chordata	0.996755035
reverse_12S_4647	0	0	0	0	0	2		reverse		Chordata	0.996483513
reverse_12S_4648	0	0	0	0	0	2		reverse		Chordata	0.996545863
reverse_12S_4649	0	0	0	0	0	2		reverse		Chordata	0.99674234
reverse_12S_465	8	9	0	0	0	9		reverse		Chordata	0.996269776
reverse_12S_4650	0	0	0	0	0	2		reverse		Chordata	0.996421302
reverse_12S_4651	0	0	0	0	0	2		reverse		Chordata	0.996421345
reverse_12S_4652	0	0	0	0	0	2		reverse		Chordata	0.996325744
reverse_12S_4653	0	0	0	0	0	2		reverse		Chordata	0.996347434
reverse_12S_4654	0	0	0	0	0	2		reverse		Chordata	0.996493077
reverse_12S_4655	0	0	0	0	0	2		reverse		Chordata	0.996447338
reverse_12S_4656	0	0	0	0	0	2		reverse		Chordata	0.996466375
reverse_12S_4657	0	0	0	0	0	2		reverse		Chordata	0.996467456
reverse_12S_4658	0	0	0	0	0	2		reverse		Chordata	0.996465539
reverse_12S_4659	0	0	0	0	0	2		reverse		Chordata	0.997287508
reverse_12S_466	5	0	0	0	0	21		reverse		Chordata	0.997539285
reverse_12S_4660	0	0	0	0	0	2		reverse		Chordata	0.996973216
reverse_12S_4661	0	0	0	0	0	2		reverse		Chordata	0.996517577
reverse_12S_4662	0	0	0	0	0	2		reverse		Chordata	0.996607835
reverse_12S_4663	0	0	0	0	0	2		reverse		Chordata	0.996659919
reverse_12S_4664	0	0	0	0	0	2		reverse		Chordata	0.996602972
reverse_12S_4665	0	0	0	0	0	2		reverse		Chordata	0.996524644
reverse_12S_4666	0	0	0	0	0	2		reverse		Chordata	0.996841515
reverse_12S_4667	0	0	0	0	0	2		reverse		Chordata	0.996658849
reverse_12S_4668	0	0	0	0	0	2		reverse		Chordata	0.996601334
reverse_12S_4669	0	0	0	0	0	2		reverse		Chordata	0.996519271
reverse_12S_467	4	11	0	0	0	11		reverse		Chordata	0.996369317
reverse_12S_4670	0	0	0	0	0	2		reverse		Chordata	0.99668905
reverse_12S_4671	0	0	0	0	0	2		reverse		Chordata	0.996669918
reverse_12S_4672	0	0	0	0	0	2		reverse		Chordata	0.996669284
reverse_12S_4673	0	0	0	0	0	2		reverse		Chordata	0.996678522
reverse_12S_4674	0	0	0	0	0	2		reverse		Chordata	0.99665494
reverse_12S_4675	0	0	0	0	0	2		reverse		Chordata	0.996921349
reverse_12S_4676	0	0	0	0	0	2		reverse		Chordata	0.996702769
reverse_12S_4677	0	0	0	0	0	2		reverse		Chordata	0.996695056
reverse_12S_4678	0	0	0	0	0	2		reverse		Chordata	0.996689976
reverse_12S_4679	0	0	0	0	0	2		reverse		Chordata	0.99654635
reverse_12S_468	3	11	0	0	0	12		reverse		Chordata	0.995689362
reverse_12S_4680	0	0	0	0	0	2		reverse		Chordata	0.996818486
reverse_12S_4681	0	0	0	0	0	2		reverse		Chordata	0.996760006
reverse_12S_4682	0	0	0	0	0	2		reverse		Chordata	0.996815026
reverse_12S_4683	0	0	0	0	0	2		reverse		Chordata	0.996656423
reverse_12S_4684	0	0	0	0	0	2		reverse		Chordata	0.996264555
reverse_12S_4685	0	0	0	0	0	2		reverse		Chordata	0.996266198
reverse_12S_4686	0	0	0	0	0	2		reverse		Chordata	0.996903323
reverse_12S_4687	0	0	0	0	0	2		reverse		Chordata	0.996540843
reverse_12S_4688	0	0	0	0	0	2		reverse		Chordata	0.996764965
reverse_12S_4689	0	0	0	0	0	2		reverse		Chordata	0.99676735
reverse_12S_469	2	6	0	0	0	18		reverse		Chordata	0.997119395
reverse_12S_4690	0	0	0	0	0	2		reverse		Chordata	0.996202784
reverse_12S_4691	0	0	0	0	0	2		reverse		Chordata	0.996651956
reverse_12S_4692	0	0	0	0	0	2		reverse		Chordata	0.996629924
reverse_12S_4693	0	0	0	0	0	2		reverse		Chordata	0.99649207
reverse_12S_4694	0	0	0	0	0	2		reverse		Chordata	0.996775931
reverse_12S_4695	0	0	0	0	0	2		reverse		Chordata	0.996815894
reverse_12S_4696	0	0	0	0	0	2		reverse		Chordata	0.996667216
reverse_12S_4697	0	0	0	0	0	2		reverse		Chordata	0.996604283
reverse_12S_4698	0	0	0	0	0	2		reverse		Chordata	0.996526603
reverse_12S_4699	0	0	0	0	0	2		reverse		Chordata	0.996476481
reverse_12S_47	264	6	0	0	0	7		reverse		Chordata	0.997200984
reverse_12S_470	25	0	0	0	0	0		reverse		Chordata	0.996762397
reverse_12S_4700	0	0	0	0	0	2		reverse		Chordata	0.996470068
reverse_12S_4701	0	0	0	0	0	2		reverse		Chordata	0.996607891
reverse_12S_4702	0	0	0	0	0	2		reverse		Chordata	0.996648365
reverse_12S_4703	0	0	0	0	0	2		reverse		Chordata	0.996662833
reverse_12S_4704	0	0	0	0	0	2		reverse		Chordata	0.996625356
reverse_12S_4705	0	0	0	0	0	2		reverse		Chordata	0.996633716
reverse_12S_4706	0	0	0	0	0	2		reverse		Chordata	0.996753199
reverse_12S_4707	0	0	0	0	0	2		reverse		Chordata	0.996618416
reverse_12S_4708	0	0	0	0	0	2		reverse		Chordata	0.996043951
reverse_12S_4709	0	0	0	0	0	2		reverse		Chordata	0.996695664
reverse_12S_471	24	1	0	0	0	0		reverse		Chordata	0.996295338
reverse_12S_4710	0	0	0	0	0	2		reverse		Chordata	0.997171274
reverse_12S_4711	0	0	0	0	0	2		reverse		Chordata	0.997145153
reverse_12S_4712	0	0	0	0	0	2		reverse		Chordata	0.996384814
reverse_12S_4713	0	0	0	0	0	2		reverse		Chordata	0.996660081
reverse_12S_4714	0	0	0	0	0	2		reverse		Chordata	0.995580526
reverse_12S_4715	0	0	0	0	0	2		reverse		Chordata	0.995285238
reverse_12S_4716	0	0	0	0	0	2		reverse		Chordata	0.995657051
reverse_12S_4717	0	0	0	0	0	2		reverse		Chordata	0.99696793
reverse_12S_4718	0	0	0	0	0	2		reverse		Chordata	0.996635586
reverse_12S_4719	0	0	0	0	0	2		reverse		Chordata	0.996225355
reverse_12S_472	19	1	0	0	0	5		reverse		Chordata	0.996387999
reverse_12S_4720	0	0	0	0	0	2		reverse		Chordata	0.997037931
reverse_12S_4721	0	0	0	0	0	2		reverse		Chordata	0.996798271
reverse_12S_4722	0	0	0	0	0	2		reverse		Chordata	0.9963027
reverse_12S_4723	0	0	0	0	0	2		reverse		Chordata	0.996796707
reverse_12S_4724	0	0	0	0	0	2		reverse		Chordata	0.996142846
reverse_12S_4725	0	0	0	0	0	2		reverse		Chordata	0.996449211
reverse_12S_4726	0	0	0	0	0	2		reverse		Chordata	0.996664247
reverse_12S_4727	0	0	0	0	0	2		reverse		Chordata	0.996536978
reverse_12S_4728	0	0	0	0	0	2		reverse		Chordata	0.996476597
reverse_12S_4729	0	0	0	0	0	2		reverse		Chordata	0.996359954
reverse_12S_473	18	2	0	0	0	5		reverse		Chordata	0.996250987
reverse_12S_4730	0	0	0	0	0	2		reverse		Chordata	0.996376571
reverse_12S_4731	0	0	0	0	0	2		reverse		Chordata	0.996902611
reverse_12S_4732	0	0	0	0	0	2		reverse		Chordata	0.996796755
reverse_12S_4733	0	0	0	0	0	2		reverse		Chordata	0.996813308
reverse_12S_4734	0	0	0	0	0	2		reverse		Chordata	0.996628291
reverse_12S_4735	0	0	0	0	0	2		reverse		Chordata	0.996645727
reverse_12S_4736	0	0	0	0	0	2		reverse		Chordata	0.996748436
reverse_12S_4737	0	0	0	0	0	2		reverse		Chordata	0.996990949
reverse_12S_4738	0	0	0	0	0	2		reverse		Chordata	0.99672592
reverse_12S_4739	0	0	0	0	0	2		reverse		Chordata	0.99661078
reverse_12S_474	18	3	0	0	0	4		reverse		Chordata	0.996097356
reverse_12S_4740	0	0	0	0	0	2		reverse		Chordata	0.996639631
reverse_12S_4741	0	0	0	0	0	2		reverse		Chordata	0.996586871
reverse_12S_4742	0	0	0	0	0	2		reverse		Chordata	0.996550791
reverse_12S_4743	0	0	0	0	0	2		reverse		Chordata	0.996727358
reverse_12S_4744	0	0	0	0	0	2		reverse		Chordata	0.996489791
reverse_12S_4745	0	0	0	0	0	2		reverse		Chordata	0.996719292
reverse_12S_4746	0	0	0	0	0	2		reverse		Chordata	0.996866272
reverse_12S_4747	0	0	0	0	0	2		reverse		Chordata	0.996695906
reverse_12S_4748	0	0	0	0	0	2		reverse		Chordata	0.997462105
reverse_12S_4749	0	0	0	0	0	2		reverse		Chordata	0.996441309
reverse_12S_475	14	6	0	0	0	5		reverse		Chordata	0.9962481
reverse_12S_4750	0	0	0	0	0	2		reverse		Chordata	0.996536406
reverse_12S_4751	0	0	0	0	0	2		reverse		Chordata	0.996238711
reverse_12S_4752	0	0	0	0	0	2		reverse		Chordata	0.996510155
reverse_12S_4753	0	0	0	0	0	2		reverse		Chordata	0.99653788
reverse_12S_4754	0	0	0	0	0	2		reverse		Chordata	0.996395367
reverse_12S_4755	0	0	0	0	0	2		reverse		Chordata	0.996833423
reverse_12S_4756	0	0	0	0	0	2		reverse		Chordata	0.996604791
reverse_12S_4757	0	0	0	0	0	2		reverse		Chordata	0.996122579
reverse_12S_4758	0	0	0	0	0	2		reverse		Chordata	0.99606974
reverse_12S_4759	0	0	0	0	0	2		reverse		Chordata	0.996825789
reverse_12S_476	13	8	1	0	0	3		reverse		Chordata	0.996149897
reverse_12S_4760	0	0	0	0	0	2		reverse		Chordata	0.996225937
reverse_12S_4761	0	0	0	0	0	2		reverse		Chordata	0.99735476
reverse_12S_4762	0	0	0	0	0	2		reverse		Chordata	0.99731352
reverse_12S_4763	0	0	0	0	0	2		reverse		Chordata	0.996342014
reverse_12S_4764	0	0	0	0	0	2		reverse		Chordata	0.997158225
reverse_12S_4765	0	0	0	0	0	2		reverse		Chordata	0.997127855
reverse_12S_4766	0	0	0	0	0	2		reverse		Chordata	0.997068928
reverse_12S_4767	0	0	0	0	0	2		reverse		Chordata	0.997156323
reverse_12S_4768	0	0	0	0	0	2		reverse		Chordata	0.997195137
reverse_12S_4769	0	0	0	0	0	2		reverse		Chordata	0.996527935
reverse_12S_477	12	1	0	0	0	12		reverse		Chordata	0.996387233
reverse_12S_4770	0	0	0	0	0	2		reverse		Chordata	0.996618229
reverse_12S_4771	0	0	0	0	0	2		reverse		Chordata	0.996675359
reverse_12S_4772	0	0	0	0	0	2		reverse		Chordata	0.996693119
reverse_12S_4773	0	0	0	0	0	2		reverse		Chordata	0.997194412
reverse_12S_4774	0	0	0	0	0	2		reverse		Chordata	0.997154285
reverse_12S_4775	0	0	0	0	0	2		reverse		Chordata	0.997112299
reverse_12S_4776	0	0	0	0	0	2		reverse		Chordata	0.996514409
reverse_12S_4777	0	0	0	0	0	2		reverse		Chordata	0.996492733
reverse_12S_4778	0	0	0	0	0	2		reverse		Chordata	0.996426748
reverse_12S_4779	0	0	0	0	0	2		reverse		Chordata	0.995891927
reverse_12S_478	12	7	0	0	0	6		reverse		Chordata	0.996584434
reverse_12S_4780	0	0	0	0	0	2		reverse		Chordata	0.996782004
reverse_12S_4781	0	0	0	0	0	2		reverse		Chordata	0.996159382
reverse_12S_4782	0	0	0	0	0	2		reverse		Chordata	0.996497585
reverse_12S_4783	0	0	0	0	0	2		reverse		Chordata	0.996028703
reverse_12S_4784	0	0	0	0	0	2		reverse		Chordata	0.996617776
reverse_12S_4785	0	0	0	0	0	2		reverse		Chordata	0.996412544
reverse_12S_4786	0	0	0	0	0	2		reverse		Chordata	0.996399582
reverse_12S_4787	0	0	0	0	0	2		reverse		Chordata	0.996692546
reverse_12S_4788	0	0	0	0	0	2		reverse		Chordata	0.996045423
reverse_12S_4789	0	0	0	0	0	2		reverse		Chordata	0.995679069
reverse_12S_479	12	3	0	0	0	10		reverse		Chordata	0.995488969
reverse_12S_4790	0	0	0	0	0	2		reverse		Chordata	0.996447588
reverse_12S_4791	0	0	0	0	0	2		reverse		Chordata	0.996512523
reverse_12S_4792	0	0	0	0	0	2		reverse		Chordata	0.996377031
reverse_12S_4793	0	0	0	0	0	2		reverse		Chordata	0.996782788
reverse_12S_4794	0	0	0	0	0	2		reverse		Chordata	0.996216292
reverse_12S_4795	0	0	0	0	0	2		reverse		Chordata	0.996633214
reverse_12S_4796	0	0	0	0	0	2		reverse		Chordata	0.99659198
reverse_12S_4797	0	0	0	0	0	2		reverse		Chordata	0.99656295
reverse_12S_4798	0	0	0	0	0	2		reverse		Chordata	0.996681332
reverse_12S_4799	0	0	0	0	0	2		reverse		Chordata	0.996255095
reverse_12S_48	259	5	0	0	0	13		reverse		Chordata	0.997206774
reverse_12S_480	11	0	0	0	0	14		reverse		Chordata	0.994978954
reverse_12S_4800	0	0	0	0	0	2		reverse		Chordata	0.996421478
reverse_12S_4801	0	0	0	0	0	2		reverse		Chordata	0.996180747
reverse_12S_4802	0	0	0	0	0	2		reverse		Chordata	0.996607632
reverse_12S_4803	0	0	0	0	0	2		reverse		Chordata	0.996546301
reverse_12S_4804	0	0	0	0	0	2		reverse		Chordata	0.996458267
reverse_12S_4805	0	0	0	0	0	2		reverse		Chordata	0.995635397
reverse_12S_4806	0	0	0	0	0	2		reverse		Chordata	0.995932311
reverse_12S_4807	0	0	0	0	0	2		reverse		Chordata	0.996132786
reverse_12S_4808	0	0	0	0	0	2		reverse		Chordata	0.996466489
reverse_12S_4809	0	0	0	0	0	2		reverse		Chordata	0.996250621
reverse_12S_481	10	7	0	0	0	8		reverse		Chordata	0.99683028
reverse_12S_4810	0	0	0	0	0	2		reverse		Chordata	0.995588153
reverse_12S_4811	0	0	0	0	0	2		reverse		Chordata	0.995682148
reverse_12S_4812	0	0	0	0	0	2		reverse		Chordata	0.99653537
reverse_12S_4813	0	0	0	0	0	2		reverse		Chordata	0.99613799
reverse_12S_4814	0	0	0	0	0	2		reverse		Chordata	0.996129699
reverse_12S_4815	0	0	0	0	0	2		reverse		Chordata	0.99646734
reverse_12S_4816	0	0	0	0	0	2		reverse		Chordata	0.995510483
reverse_12S_4817	0	0	0	0	0	2		reverse		Chordata	0.99550968
reverse_12S_4818	0	0	0	0	0	2		reverse		Chordata	0.995336703
reverse_12S_4819	0	0	0	0	0	2		reverse		Chordata	0.996714554
reverse_12S_482	5	14	0	0	0	6		reverse		Chordata	0.996727708
reverse_12S_4820	0	0	0	0	0	2		reverse		Chordata	0.995792081
reverse_12S_4821	0	0	0	0	0	2		reverse		Chordata	0.995717135
reverse_12S_4822	0	0	0	0	0	2		reverse		Chordata	0.995872683
reverse_12S_4823	0	0	0	0	0	2		reverse		Chordata	0.99589891
reverse_12S_4824	0	0	0	0	0	2		reverse		Chordata	0.995875789
reverse_12S_4825	0	0	0	0	0	2		reverse		Chordata	0.996340209
reverse_12S_4826	0	0	0	0	0	2		reverse		Chordata	0.996343031
reverse_12S_4827	0	0	0	0	0	2		reverse		Chordata	0.996936918
reverse_12S_4828	0	0	0	0	0	2		reverse		Chordata	0.995957279
reverse_12S_4829	0	0	0	0	0	2		reverse		Chordata	0.99612033
reverse_12S_483	5	0	0	0	0	20		reverse		Chordata	0.997112133
reverse_12S_4830	0	0	0	0	0	2		reverse		Chordata	0.995694751
reverse_12S_4831	0	0	0	0	0	2		reverse		Chordata	0.995838592
reverse_12S_4832	0	0	0	0	0	2		reverse		Chordata	0.9958703
reverse_12S_4833	0	0	0	0	0	2		reverse		Chordata	0.996867933
reverse_12S_4834	0	0	0	0	0	2		reverse		Chordata	0.996007117
reverse_12S_4835	0	0	0	0	0	2		reverse		Chordata	0.995902457
reverse_12S_4836	0	0	0	0	0	2		reverse		Chordata	0.995930687
reverse_12S_4837	0	0	0	0	0	2		reverse		Chordata	0.996313803
reverse_12S_4838	0	0	0	0	0	2		reverse		Chordata	0.996610582
reverse_12S_4839	0	0	0	0	0	2		reverse		Chordata	0.996090311
reverse_12S_484	4	0	0	0	0	21		reverse		Chordata	0.997152901
reverse_12S_4840	0	0	0	0	0	2		reverse		Chordata	0.996284616
reverse_12S_4841	0	0	0	0	0	2		reverse		Chordata	0.996258639
reverse_12S_4842	0	0	0	0	0	2		reverse		Chordata	0.996206832
reverse_12S_4843	0	0	0	0	0	2		reverse		Chordata	0.996418504
reverse_12S_4844	0	0	0	0	0	2		reverse		Chordata	0.996694999
reverse_12S_4845	0	0	0	0	0	2		reverse		Chordata	0.996172487
reverse_12S_4846	0	0	0	0	0	2		reverse		Chordata	0.996368285
reverse_12S_4847	0	0	0	0	0	2		reverse		Chordata	0.996052319
reverse_12S_4848	0	0	0	0	0	2		reverse		Chordata	0.995586604
reverse_12S_4849	0	0	0	0	0	2		reverse		Chordata	0.996076245
reverse_12S_485	4	13	0	0	0	8		reverse		Chordata	0.996084576
reverse_12S_4850	0	0	0	0	0	2		reverse		Chordata	0.996533564
reverse_12S_4851	0	0	0	0	0	2		reverse		Chordata	0.996082648
reverse_12S_4852	0	0	0	0	0	2		reverse		Chordata	0.9971908
reverse_12S_4853	0	0	0	0	0	2		reverse		Chordata	0.997080537
reverse_12S_4854	0	0	0	0	0	2		reverse		Chordata	0.997027993
reverse_12S_4855	0	0	0	0	0	2		reverse		Chordata	0.99538259
reverse_12S_4856	0	0	0	0	0	2		reverse		Chordata	0.9964145
reverse_12S_4857	0	0	0	0	0	2		reverse		Chordata	0.996415512
reverse_12S_4858	0	0	0	0	0	2		reverse		Chordata	0.99631807
reverse_12S_486	1	3	0	0	0	21		reverse		Chordata	0.996080703
reverse_12S_487	1	0	0	0	0	24		reverse		Chordata	0.99574109
reverse_12S_488	24	0	0	0	0	0		reverse		Chordata	0.996299996
reverse_12S_489	23	0	0	0	0	1		reverse		Chordata	0.996318972
reverse_12S_49	188	23	0	0	0	45		reverse		Chordata	0.996044478
reverse_12S_490	22	0	0	0	0	2		reverse		Chordata	0.996356325
reverse_12S_491	18	2	0	0	0	4		reverse		Chordata	0.996494524
reverse_12S_492	14	3	0	0	0	7		reverse		Chordata	0.996047151
reverse_12S_493	13	2	0	0	0	9		reverse		Chordata	0.99719819
reverse_12S_494	12	2	0	0	0	10		reverse		Chordata	0.996288194
reverse_12S_495	11	1	0	0	0	12		reverse		Chordata	0.996436366
reverse_12S_496	10	2	0	0	0	12		reverse		Chordata	0.9955738
reverse_12S_497	9	3	0	0	0	12		reverse		Chordata	0.996656258
reverse_12S_498	9	0	0	0	0	15		reverse		Chordata	0.996086161
reverse_12S_499	9	0	0	0	0	15		reverse		Chordata	0.997051355
reverse_12S_5	213	147	0	0	3	936		reverse		Chordata	0.996615974
reverse_12S_50	127	46	0	0	0	80		reverse		Chordata	0.996727629
reverse_12S_500	8	3	0	0	0	13		reverse		Chordata	0.996096319
reverse_12S_501	8	0	0	0	0	16		reverse		Chordata	0.996445902
reverse_12S_502	8	2	0	0	0	14		reverse		Chordata	0.996777466
reverse_12S_503	7	10	0	0	0	7		reverse		Chordata	0.996435583
reverse_12S_504	7	0	0	0	0	17		reverse		Chordata	0.996652551
reverse_12S_505	5	6	0	0	0	13		reverse		Chordata	0.996607443
reverse_12S_506	5	1	0	0	0	18		reverse		Chordata	0.995712011
reverse_12S_507	4	0	0	0	0	20		reverse		Chordata	0.996243879
reverse_12S_508	4	9	0	0	0	11		reverse		Chordata	0.996638597
reverse_12S_509	3	7	0	0	0	14		reverse		Chordata	0.996322761
reverse_12S_51	233	12	0	0	0	3		reverse		Chordata	0.996013028
reverse_12S_510	2	8	0	0	0	14		reverse		Chordata	0.996138205
reverse_12S_511	0	0	0	0	0	24		reverse		Chordata	0.99684925
reverse_12S_512	17	2	0	0	0	4		reverse		Chordata	0.996502438
reverse_12S_513	14	4	0	0	0	5		reverse		Chordata	0.99619166
reverse_12S_514	12	1	0	0	0	10		reverse		Chordata	0.995244352
reverse_12S_515	11	0	0	0	0	12		reverse		Chordata	0.996384001
reverse_12S_516	11	1	0	0	0	11		reverse		Chordata	0.996555913
reverse_12S_517	10	1	0	0	0	12		reverse		Chordata	0.996639196
reverse_12S_518	9	7	0	0	0	7		reverse		Chordata	0.996505337
reverse_12S_519	9	3	0	0	0	11		reverse		Chordata	0.996647687
reverse_12S_52	46	44	0	0	0	156		reverse		Chordata	0.996230269
reverse_12S_520	8	10	0	0	0	5		reverse		Chordata	0.996627506
reverse_12S_521	7	2	0	0	0	14		reverse		Chordata	0.996696825
reverse_12S_522	6	2	0	0	0	15		reverse		Chordata	0.99616314
reverse_12S_523	5	6	0	0	0	12		reverse		Chordata	0.996028174
reverse_12S_524	4	4	0	0	0	15		reverse		Chordata	0.996597098
reverse_12S_525	3	1	0	0	0	19		reverse		Chordata	0.996779977
reverse_12S_526	3	0	0	0	0	20		reverse		Chordata	0.996626196
reverse_12S_527	2	16	0	0	0	5		reverse		Chordata	0.996406768
reverse_12S_528	1	13	0	0	1	8		reverse		Chordata	0.996582376
reverse_12S_529	22	0	0	0	0	0		reverse		Chordata	0.996674021
reverse_12S_53	63	45	0	0	0	134		reverse		Chordata	0.996712821
reverse_12S_530	21	1	0	0	0	0		reverse		Chordata	0.995892173
reverse_12S_531	21	1	0	0	0	0		reverse		Chordata	0.995286482
reverse_12S_532	19	2	0	0	0	1		reverse		Chordata	0.996833219
reverse_12S_533	19	0	0	0	0	3		reverse		Chordata	0.995911341
reverse_12S_534	16	4	0	0	0	2		reverse		Chordata	0.996435186
reverse_12S_535	16	4	0	0	0	2		reverse		Chordata	0.996308104
reverse_12S_536	15	5	0	0	0	2		reverse		Chordata	0.996697558
reverse_12S_537	13	3	0	0	0	6		reverse		Chordata	0.996431738
reverse_12S_538	11	1	0	0	0	10		reverse		Chordata	0.996671545
reverse_12S_539	10	7	0	0	0	5		reverse		Chordata	0.996597374
reverse_12S_54	41	35	0	0	0	152		reverse		Chordata	0.996251987
reverse_12S_540	8	1	0	0	0	13		reverse		Chordata	0.996497859
reverse_12S_541	7	1	0	0	0	14		reverse		Chordata	0.996468729
reverse_12S_542	6	1	0	0	0	15		reverse		Chordata	0.996688909
reverse_12S_543	5	5	0	0	0	12		reverse		Chordata	0.996408204
reverse_12S_544	5	6	0	0	0	11		reverse		Chordata	0.996735368
reverse_12S_545	4	4	0	0	0	14		reverse		Chordata	0.996481963
reverse_12S_546	4	3	0	0	0	15		reverse		Chordata	0.995624035
reverse_12S_547	1	3	0	0	0	18		reverse		Chordata	0.996645975
reverse_12S_548	1	2	0	0	0	19		reverse		Chordata	0.996268537
reverse_12S_549	21	0	0	0	0	0		reverse		Chordata	0.995939727
reverse_12S_55	60	8	0	0	0	159		reverse		Chordata	0.996633806
reverse_12S_550	21	0	0	0	0	0		reverse		Chordata	0.99705381
reverse_12S_551	21	0	0	0	0	0		reverse		Chordata	0.996043869
reverse_12S_552	19	2	0	0	0	0		reverse		Chordata	0.997085234
reverse_12S_553	18	1	0	0	1	1		reverse		Chordata	0.996042428
reverse_12S_554	16	3	0	0	0	2		reverse		Chordata	0.996286465
reverse_12S_555	12	2	0	0	0	7		reverse		Chordata	0.996643168
reverse_12S_556	9	5	0	0	0	7		reverse		Chordata	0.996433374
reverse_12S_557	9	1	0	0	0	11		reverse		Chordata	0.996272272
reverse_12S_558	9	0	0	0	0	12		reverse		Chordata	0.996085445
reverse_12S_559	8	8	0	0	0	5		reverse		Chordata	0.996013994
reverse_12S_56	53	42	0	0	0	131		reverse		Chordata	0.996372724
reverse_12S_560	8	0	0	0	0	13		reverse		Chordata	0.996288546
reverse_12S_561	8	3	0	0	0	10		reverse		Chordata	0.996726627
reverse_12S_562	4	4	0	0	0	13		reverse		Chordata	0.996034428
reverse_12S_563	4	10	0	0	0	7		reverse		Chordata	0.996559317
reverse_12S_564	2	7	0	0	0	12		reverse		Chordata	0.997101924
reverse_12S_565	2	0	0	0	0	19		reverse		Chordata	0.997075249
reverse_12S_566	1	1	0	0	0	19		reverse		Chordata	0.997019478
reverse_12S_567	17	0	0	0	0	3		reverse		Chordata	0.996706725
reverse_12S_568	15	2	0	0	1	2		reverse		Chordata	0.997184617
reverse_12S_569	14	0	0	0	0	6		reverse		Chordata	0.996268718
reverse_12S_57	51	36	0	0	0	138		reverse		Chordata	0.996579558
reverse_12S_570	11	1	0	0	0	8		reverse		Chordata	0.996754877
reverse_12S_571	11	1	0	0	0	8		reverse		Chordata	0.995551234
reverse_12S_572	10	1	0	0	1	8		reverse		Chordata	0.99627382
reverse_12S_573	10	1	0	0	0	9		reverse		Chordata	0.996761272
reverse_12S_574	10	3	0	0	0	7		reverse		Chordata	0.996563769
reverse_12S_575	9	2	0	0	0	9		reverse		Chordata	0.996997006
reverse_12S_576	9	2	0	0	0	9		reverse		Chordata	0.996771065
reverse_12S_577	8	0	0	0	0	12		reverse		Chordata	0.996431473
reverse_12S_578	8	1	0	0	0	11		reverse		Chordata	0.996334803
reverse_12S_579	8	4	0	0	0	8		reverse		Chordata	0.996233124
reverse_12S_58	49	6	0	0	0	169		reverse		Chordata	0.996513182
reverse_12S_580	6	11	0	0	0	3		reverse		Chordata	0.996138559
reverse_12S_581	6	2	0	0	0	12		reverse		Chordata	0.996839935
reverse_12S_582	5	2	0	0	0	13		reverse		Chordata	0.996523098
reverse_12S_583	4	1	0	0	0	15		reverse		Chordata	0.99658923
reverse_12S_584	4	1	0	0	0	15		reverse		Chordata	0.996255713
reverse_12S_585	4	4	0	0	0	12		reverse		Chordata	0.996263046
reverse_12S_586	4	0	0	0	0	16		reverse		Chordata	0.996442153
reverse_12S_587	3	4	0	0	0	13		reverse		Chordata	0.996415418
