12S_seq_number	SkHi_12S_5.C2.S1540.L007	SkHi12S_8.C4.S900.L007	SkHi12S_AN1H.S1214.L007	SkHi12S_AN2C.S1215.L007	SkHi12S_ANB2.S1217.L007	SkHi12S_C1g.S885.L007	Forward	reverse	merged	sumtax Confidence
merged_12S_116	25	0	0	0	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Scarus	0.940698731
merged_12S_117	0	24	0	0	0	0			merged	Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia metzi	0.789469758
merged_12S_118	0	0	0	0	16	8			merged	Chordata;Actinopteri;Beloniformes;Exocoetidae;Cheilopogon;Cheilopogon doederleinii	0.999378963
merged_12S_119	0	0	11	0	12	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Coris;Coris gaimard	0.999995631
merged_12S_12	0	6	4755	313	3502	0			merged	Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus	0.922631523
merged_12S_120	0	0	22	0	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma quinquevittatum	0.992420824
merged_12S_121	20	0	0	0	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Anampses	0.956958329
merged_12S_122	0	0	8	0	12	0			merged	Chordata	0.996172078
merged_12S_123	0	19	0	0	0	0			merged	Chordata;Actinopteri;Myctophiformes;Myctophidae;Triphoturus;Triphoturus mexicanus	0.999706044
merged_12S_124	0	0	0	15	4	0			merged	Chordata;Actinopteri	0.862731771
merged_12S_125	0	0	0	0	19	0			merged	Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus	0.992242728
merged_12S_126	18	0	0	0	0	0			merged	Chordata;Actinopteri;Gobiiformes;Gobiidae;Cabillus;Cabillus sp. CBM:ZF:12221	0.999613777
merged_12S_127	15	0	3	0	0	0			merged	Chordata;Actinopteri;;Pomacanthidae;Centropyge;Centropyge flavissima	0.99843126
merged_12S_128	0	0	0	17	0	0			merged	Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus alalunga	0.969457952
merged_12S_129	0	0	0	0	17	0			merged	Eukaryota	1
merged_12S_13	0	0	0	0	5923	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.997890697
merged_12S_130	0	0	0	0	17	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.927567299
merged_12S_131	0	0	16	0	0	0			merged	Chordata;Actinopteri;Myctophiformes;Myctophidae;Stenobrachius;Stenobrachius leucopsarus	0.999985629
merged_12S_132	15	0	0	0	0	0			merged	Chordata;Actinopteri;Spariformes;Lethrinidae;Lethrinus	0.99915088
merged_12S_133	15	0	0	0	0	0			merged	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Ctenochaetus;Ctenochaetus striatus	0.871655943
merged_12S_134	0	4	0	11	0	0			merged	Chordata;Actinopteri;Perciformes;Liparidae	0.999374861
merged_12S_135	14	0	0	0	0	0			merged	Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon	0.999953384
merged_12S_136	0	0	0	0	14	0			merged	Chordata;Actinopteri;Scombriformes;Scombridae;Scomber	0.999999005
merged_12S_137	0	0	8	0	5	0			merged	Chordata	0.997093239
merged_12S_138	0	0	12	0	0	0			merged	Chordata	0.995572912
merged_12S_139	0	0	0	12	0	0			merged	Chordata	0.996026064
merged_12S_14	125	50	999	1232	3078	47			merged	Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens	1
merged_12S_140	0	0	0	0	12	0			merged	Chordata	0.995786788
merged_12S_141	11	0	0	0	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Hologymnosus;Hologymnosus doliatus	0.99980267
merged_12S_142	0	0	0	11	0	0			merged	Chordata	0.995797687
merged_12S_143	0	0	0	11	0	0			merged	Eukaryota	1
merged_12S_144	9	0	0	0	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Pseudocheilinus;Pseudocheilinus hexataenia	0.999999649
merged_12S_145	9	0	0	0	0	0			merged	Chordata;Actinopteri;Tetraodontiformes;Balistidae;Rhinecanthus;Rhinecanthus lunula	0.974544134
merged_12S_146	0	0	0	0	9	0			merged	Chordata;Actinopteri	0.995342698
merged_12S_147	8	0	0	0	0	0			merged	Chordata;Mammalia;Cetacea;Delphinidae;Stenella	0.908840315
merged_12S_148	0	0	0	0	8	0			merged	Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus	0.999999889
merged_12S_149	0	0	0	0	8	0			merged	Chordata;Actinopteri;;Pomacentridae;Chrysiptera;Chrysiptera leucopoma	0.998407354
merged_12S_15	0	0	5480	0	0	0			merged	Chordata;Aves;Pelecaniformes;Sulidae;Sula;Sula dactylatra	0.855529307
merged_12S_150	0	0	0	0	8	0			merged	Chordata;Actinopteri;Syngnathiformes;Mullidae;Mulloidichthys;Mulloidichthys vanicolensis	0.999999759
merged_12S_151	7	0	0	0	0	0			merged	Chordata;Actinopteri;Anguilliformes	0.759823772
merged_12S_152	0	0	0	0	0	7			merged	Chordata;Chondrichthyes;Heterodontiformes;Heterodontidae;Heterodontus;Heterodontus francisci	0.997577963
merged_12S_153	0	0	6	0	0	0			merged	Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella	0.998791456
merged_12S_154	0	0	0	0	6	0			merged	Chordata;Actinopteri	0.974562624
merged_12S_155	0	0	0	0	6	0			merged	Chordata;Actinopteri;Anguilliformes	0.711369803
merged_12S_156	0	0	0	0	6	0			merged	Chordata;Actinopteri	0.971260283
merged_12S_157	0	0	0	0	0	6			merged	Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops melanostictus	0.999994686
merged_12S_158	5	0	0	0	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres hortulanus	0.999999999
merged_12S_159	0	0	5	0	0	0			merged	Chordata;Actinopteri;;Pomacentridae;Neopomacentrus	0.999446849
merged_12S_16	0	7	16	0	5307	0			merged	Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus	0.999278989
merged_12S_160	0	0	0	5	0	0			merged	Chordata;Aves;Pelecaniformes;Phalacrocoracidae;Urile;Urile pelagicus	0.999999693
merged_12S_161	0	0	0	0	5	0			merged	Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax buroensis	0.988758254
merged_12S_162	0	0	0	0	5	0			merged	Chordata	0.995282223
merged_12S_163	0	0	0	0	5	0			merged	Chordata;Actinopteri;Myctophiformes;Myctophidae;Triphoturus;Triphoturus mexicanus	0.999035821
merged_12S_164	0	0	0	0	5	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Leptoscarus;Leptoscarus vaigiensis	0.999999517
merged_12S_165	0	4	0	0	0	0			merged	Chordata;Actinopteri;Perciformes;Cottidae;Artedius;Artedius lateralis	0.995650514
merged_12S_166	0	0	4	0	0	0			merged	Chordata;Actinopteri;Syngnathiformes;Mullidae;Parupeneus;Parupeneus multifasciatus	0.999998051
merged_12S_167	0	0	4	0	0	0			merged	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes	0.973127729
merged_12S_168	0	0	3	0	0	0			merged	Chordata;Actinopteri	0.974898745
merged_12S_169	0	0	0	0	3	0			merged	Chordata	0.996159307
merged_12S_17	0	0	39	2461	2019	16			merged	Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes;Odontesthes incisa	0.710982911
merged_12S_170	0	0	0	0	3	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.991387864
merged_12S_171	0	0	0	0	2	0			merged	Chordata	0.996789723
merged_12S_172	0	0	0	0	2	0			merged	Chordata;Aves;Pelecaniformes;Sulidae;Sula;Sula dactylatra	0.92746301
merged_12S_173	0	0	0	0	2	0			merged	Chordata;Mammalia;Primates	0.704528082
merged_12S_18	0	0	0	0	4516	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.998589715
merged_12S_19	0	9	2491	594	910	0			merged	Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus	0.999995205
merged_12S_2	0	0	4258	13732	30835	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica	0.828584976
merged_12S_20	0	0	0	0	3724	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.997558086
merged_12S_21	0	0	3614	0	0	0			merged	Chordata;Actinopteri	0.998349615
merged_12S_22	0	0	282	2167	1005	0			merged	Chordata;Actinopteri;Blenniiformes;Labrisomidae;Paraclinus;Paraclinus integripinnis	0.802340381
merged_12S_23	0	0	3374	0	0	0			merged	Chordata;Actinopteri;Perciformes	0.980897317
merged_12S_24	0	0	2041	1084	0	0			merged	Chordata;Actinopteri;;Sciaenidae;Argyrosomus;Argyrosomus japonicus	0.870282152
merged_12S_25	0	0	55	1785	702	0			merged	Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni	0.998955606
merged_12S_26	0	0	0	0	2325	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Hemigymnus	0.717491188
merged_12S_27	0	0	0	0	2304	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica	0.860956624
merged_12S_28	0	0	2182	0	0	0			merged	Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus	0.999890719
merged_12S_29	0	5	1817	0	152	0			merged	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes	0.998959504
merged_12S_3	0	85	19243	16	15132	19			merged	Chordata;Actinopteri	0.992986628
merged_12S_30	0	43	24	0	1820	0			merged	Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops melanostictus	0.999999886
merged_12S_31	0	0	0	1637	0	0			merged	Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus	0.999801293
merged_12S_32	0	11	954	251	397	10			merged	Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi	0.999243611
merged_12S_33	0	0	0	1387	0	0			merged	Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes	0.940015812
merged_12S_34	0	0	0	0	1280	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica	0.840148821
merged_12S_35	0	0	0	0	1259	0			merged	Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax	0.998082747
merged_12S_36	0	0	0	0	1096	0			merged	Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax	0.99809487
merged_12S_37	0	0	831	73	0	0			merged	Chordata;Actinopteri;Gobiiformes;Gobiidae	0.99853538
merged_12S_38	0	0	0	805	59	0			merged	Chordata;Actinopteri;;Sphyraenidae;Sphyrae;Sphyraena helleri	0.854760331
merged_12S_39	0	0	0	772	0	0			merged	Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia	0.862304163
merged_12S_4	33	38	4886	10731	7441	76			merged	Chordata;Actinopteri	0.999746703
merged_12S_40	0	0	0	0	752	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica	0.879608281
merged_12S_41	0	0	0	0	715	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.999086672
merged_12S_42	0	0	0	0	707	0			merged	Chordata;Actinopteri	0.98509272
merged_12S_43	0	0	0	0	681	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.999346199
merged_12S_44	0	0	0	594	39	6			merged	Chordata;Actinopteri;Blenniiformes	0.728424419
merged_12S_45	0	0	0	634	0	0			merged	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes saxicola	0.702190808
merged_12S_46	0	0	0	0	623	0			merged	Chordata;Actinopteri;Scombriformes;Scombridae;Scomber	0.999999935
merged_12S_47	0	0	0	621	0	0			merged	Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus	0.999591666
merged_12S_48	0	0	0	0	567	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.995447081
merged_12S_49	0	20	8	45	465	0			merged	Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica	0.998449538
merged_12S_5	2	143	1849	25	20777	18			merged	Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax	0.997066835
merged_12S_50	0	0	0	0	523	0			merged	Chordata;Mammalia;Cetacea;Delphinidae;Tursiops;Tursiops truncatus	0.856282392
merged_12S_51	0	0	0	0	503	0			merged	Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes	0.992571218
merged_12S_52	0	0	0	0	486	0			merged	Chordata;Actinopteri	0.999765494
merged_12S_53	0	0	0	0	483	0			merged	Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax	0.984549354
merged_12S_54	0	0	0	0	467	0			merged	Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella	0.999964965
merged_12S_55	0	0	454	0	0	0			merged	Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus	0.77684879
merged_12S_56	0	0	0	0	445	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica	0.856237888
merged_12S_57	0	0	422	0	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher	0.999996783
merged_12S_58	0	0	0	401	11	0			merged	Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaenodes;Scorpaenodes evides	0.999248172
merged_12S_59	0	0	0	0	397	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.996140303
merged_12S_6	20	17	8911	1782	6333	15			merged	Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus	0.934652359
merged_12S_60	0	271	110	0	0	0			merged	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes	0.998922356
merged_12S_61	0	0	0	348	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.998969847
merged_12S_62	166	0	57	20	82	0			merged	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Ctenochaetus;Ctenochaetus striatus	0.992557403
merged_12S_63	0	0	65	234	0	21			merged	Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus	0.989072776
merged_12S_64	0	0	0	0	293	0			merged	Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo salar	0.99994563
merged_12S_65	143	0	43	17	88	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Chlorurus;Chlorurus sordidus	0.999665028
merged_12S_66	0	0	0	277	0	0			merged	Chordata;Actinopteri;Pempheriformes	0.956529869
merged_12S_67	0	0	0	0	253	0			merged	Chordata;Actinopteri	0.872899754
merged_12S_68	0	0	20	13	186	0			merged	Chordata;Actinopteri	0.999597352
merged_12S_69	0	0	0	206	0	0			merged	Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes	0.981365721
merged_12S_7	0	8	9290	4349	3167	15			merged	Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella leonina	0.703198704
merged_12S_70	0	0	0	0	205	0			merged	Chordata;Actinopteri	0.993657109
merged_12S_71	0	0	0	0	200	0			merged	Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys	0.995917932
merged_12S_72	0	0	186	0	0	0			merged	Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps	0.999998102
merged_12S_73	0	0	0	0	184	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.994604725
merged_12S_74	0	0	62	0	114	0			merged	Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus	0.916778956
merged_12S_75	0	0	0	175	0	0			merged	Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus	0.978821743
merged_12S_76	0	0	50	14	99	0			merged	Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja pulchra	0.999837519
merged_12S_77	0	0	143	0	0	0			merged	Chordata;Actinopteri	0.868314015
merged_12S_78	0	0	0	0	143	0			merged	Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus	0.989279458
merged_12S_79	0	0	0	141	0	0			merged	Chordata;Actinopteri;;Pomacentridae	0.992033564
merged_12S_8	27	55	1438	9859	2078	66			merged	Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis	0.848596209
merged_12S_80	0	0	0	0	137	0			merged	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes	0.99325431
merged_12S_81	0	0	132	0	0	0			merged	Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss	0.89462109
merged_12S_82	0	0	0	0	128	0			merged	Chordata;Actinopteri;Labriformes;Labridae	0.997458229
merged_12S_83	0	0	126	0	0	0			merged	Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps	0.999999689
merged_12S_84	0	0	0	0	124	0			merged	Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax	0.996425638
merged_12S_85	0	56	0	0	53	0			merged	Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca	0.996769137
merged_12S_86	0	0	0	0	109	0			merged	Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax	0.998717522
merged_12S_87	0	0	0	93	0	0			merged	Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus	0.947086209
merged_12S_88	0	0	33	0	58	0			merged	Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus	0.978465929
merged_12S_89	61	0	0	0	0	0			merged	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Naso;Naso lituratus	0.956275368
merged_12S_9	0	18	12	0	13313	24			merged	Chordata;Actinopteri;Scombriformes;Scombridae;Scomber	0.999999996
merged_12S_90	0	58	0	0	0	0			merged	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes auriculatus	0.729391052
merged_12S_91	0	0	17	0	40	0			merged	Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistapus;Balistapus undulatus	0.999961214
merged_12S_92	0	0	0	0	57	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma quinquevittatum	0.735063913
merged_12S_93	46	0	0	0	0	0			merged	Chordata;Actinopteri;Labriformes;Labridae;Scarus;Scarus psittacus	0.760365283
merged_12S_94	0	14	15	0	17	0			merged	Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus	0.99598066
merged_12S_95	0	0	0	0	46	0			merged	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus	0.941699906
merged_12S_96	45	0	0	0	0	0			merged	Chordata;Actinopteri;Tetraodontiformes;Balistidae;Odonus;Odonus niger	0.999998877
merged_12S_97	42	0	0	0	0	0			merged	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Zebrasoma;Zebrasoma flavescens	0.906713979
merged_12S_98	0	0	0	0	42	0			merged	Chordata;Actinopteri	0.998706221
merged_12S_99	12	11	0	0	16	0			merged	Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor	0.996263816
reverse_12S_1	1385	84	0	0	7	2959		reverse		Chordata	0.99659999
reverse_12S_10	527	59	0	0	0	137		reverse		Chordata	0.996449467
reverse_12S_100	50	10	0	0	0	77		reverse		Chordata	0.996705585
reverse_12S_1000	1	1	0	0	0	8		reverse		Chordata	0.996728022
reverse_12S_1001	1	2	0	0	0	7		reverse		Chordata	0.996498746
reverse_12S_1002	1	0	0	0	0	9		reverse		Chordata	0.996505634
reverse_12S_1003	1	1	0	0	0	8		reverse		Chordata	0.996560123
reverse_12S_1004	1	3	0	0	0	6		reverse		Chordata	0.996504193
reverse_12S_1005	1	0	0	0	0	9		reverse		Chordata	0.996428063
reverse_12S_1006	1	0	0	0	0	9		reverse		Chordata	0.995796608
reverse_12S_1007	0	3	0	0	0	7		reverse		Chordata	0.996963446
reverse_12S_1008	0	2	0	0	0	8		reverse		Chordata	0.996808273
reverse_12S_1009	0	2	0	0	0	8		reverse		Chordata	0.996510447
reverse_12S_101	39	9	0	0	0	89		reverse		Chordata	0.996230999
reverse_12S_1010	0	1	0	0	0	9		reverse		Chordata	0.996198707
reverse_12S_1011	0	1	0	0	9	0		reverse		Chordata	0.996682909
reverse_12S_1012	0	0	0	0	0	10		reverse		Chordata	0.996184982
reverse_12S_1013	0	0	0	0	0	10		reverse		Chordata	0.996705076
reverse_12S_1014	0	0	0	0	0	10		reverse		Chordata	0.996106591
reverse_12S_1015	0	0	0	0	0	10		reverse		Chordata	0.996118543
reverse_12S_1016	0	0	0	0	0	10		reverse		Chordata	0.99650218
reverse_12S_1017	0	0	0	0	0	10		reverse		Chordata	0.996444151
reverse_12S_1018	9	0	0	0	0	0		reverse		Chordata	0.995786615
reverse_12S_1019	9	0	0	0	0	0		reverse		Chordata	0.995940985
reverse_12S_102	17	6	0	0	0	113		reverse		Chordata	0.996809856
reverse_12S_1020	9	0	0	0	0	0		reverse		Chordata	0.995962828
reverse_12S_1021	9	0	0	0	0	0		reverse		Chordata	0.996263762
reverse_12S_1022	9	0	0	0	0	0		reverse		Chordata	0.996239083
reverse_12S_1023	9	0	0	0	0	0		reverse		Chordata	0.996259747
reverse_12S_1024	9	0	0	0	0	0		reverse		Chordata	0.996592668
reverse_12S_1025	9	0	0	0	0	0		reverse		Chordata	0.996927317
reverse_12S_1026	9	0	0	0	0	0		reverse		Chordata	0.996501457
reverse_12S_1027	9	0	0	0	0	0		reverse		Chordata	0.996340222
reverse_12S_1028	9	0	0	0	0	0		reverse		Chordata	0.996560971
reverse_12S_1029	8	0	0	0	0	1		reverse		Chordata	0.996982177
reverse_12S_103	59	38	0	0	0	38		reverse		Chordata	0.99626785
reverse_12S_1030	7	0	0	0	0	2		reverse		Chordata	0.996469333
reverse_12S_1031	6	2	0	0	0	1		reverse		Chordata	0.996222028
reverse_12S_1032	6	0	0	0	0	3		reverse		Chordata	0.996588631
reverse_12S_1033	6	0	0	0	0	3		reverse		Chordata	0.996498641
reverse_12S_1034	5	0	0	0	0	4		reverse		Chordata	0.996425273
reverse_12S_1035	5	1	0	0	0	3		reverse		Chordata	0.996089042
reverse_12S_1036	5	1	0	0	0	3		reverse		Chordata	0.996626424
reverse_12S_1037	5	0	0	0	0	4		reverse		Chordata	0.996757704
reverse_12S_1038	5	0	0	0	0	4		reverse		Chordata	0.996322179
reverse_12S_1039	5	1	0	0	1	2		reverse		Chordata	0.996784595
reverse_12S_104	133	0	0	0	0	1		reverse		Chordata	0.996298346
reverse_12S_1040	5	0	0	0	0	4		reverse		Chordata	0.996071349
reverse_12S_1041	5	2	0	0	0	2		reverse		Chordata	0.997225758
reverse_12S_1042	5	3	0	0	0	1		reverse		Chordata	0.996363291
reverse_12S_1043	5	3	0	0	0	1		reverse		Chordata	0.996092662
reverse_12S_1044	5	1	0	0	0	3		reverse		Chordata	0.996549033
reverse_12S_1045	5	0	0	0	0	4		reverse		Chordata	0.995719021
reverse_12S_1046	4	1	0	0	0	4		reverse		Chordata	0.996293301
reverse_12S_1047	4	2	0	0	1	2		reverse		Chordata	0.996233706
reverse_12S_1048	4	1	0	0	0	4		reverse		Chordata	0.997451929
reverse_12S_1049	4	3	0	0	0	2		reverse		Chordata	0.996738645
reverse_12S_105	130	3	0	0	0	1		reverse		Chordata	0.996253997
reverse_12S_1050	4	0	0	0	0	5		reverse		Chordata	0.996780952
reverse_12S_1051	4	3	0	0	0	2		reverse		Chordata	0.996788276
reverse_12S_1052	4	3	0	0	0	2		reverse		Chordata	0.996792822
reverse_12S_1053	4	1	0	0	0	4		reverse		Chordata	0.996422191
reverse_12S_1054	4	2	0	0	0	3		reverse		Chordata	0.996584237
reverse_12S_1055	4	1	0	0	0	4		reverse		Chordata	0.995216602
reverse_12S_1056	4	0	0	0	0	5		reverse		Chordata	0.99656388
reverse_12S_1057	4	0	0	0	0	5		reverse		Chordata	0.996078038
reverse_12S_1058	4	2	0	0	0	3		reverse		Chordata	0.996720714
reverse_12S_1059	4	1	0	0	0	4		reverse		Chordata	0.996351934
reverse_12S_106	52	14	0	0	0	67		reverse		Chordata	0.996748882
reverse_12S_1060	4	0	0	0	0	5		reverse		Chordata	0.995884193
reverse_12S_1061	3	0	0	0	0	6		reverse		Chordata	0.996216626
reverse_12S_1062	3	0	0	0	0	6		reverse		Chordata	0.996168025
reverse_12S_1063	3	2	0	0	0	4		reverse		Chordata	0.996373373
reverse_12S_1064	3	2	0	0	0	4		reverse		Chordata	0.996755803
reverse_12S_1065	3	2	0	0	0	4		reverse		Chordata	0.99669531
reverse_12S_1066	3	1	0	0	0	5		reverse		Chordata	0.99581724
reverse_12S_1067	3	2	0	0	0	4		reverse		Chordata	0.996768002
reverse_12S_1068	3	5	0	0	0	1		reverse		Chordata	0.99636335
reverse_12S_1069	3	0	0	0	0	6		reverse		Chordata	0.995518541
reverse_12S_107	25	37	0	0	0	69		reverse		Chordata	0.997060348
reverse_12S_1070	2	0	0	0	0	7		reverse		Chordata	0.996190507
reverse_12S_1071	2	3	0	0	0	4		reverse		Chordata	0.997026887
reverse_12S_1072	2	5	0	0	0	2		reverse		Chordata	0.996839821
reverse_12S_1073	2	2	0	0	0	5		reverse		Chordata	0.996900557
reverse_12S_1074	2	2	0	0	0	5		reverse		Chordata	0.99661865
reverse_12S_1075	2	3	0	0	0	4		reverse		Chordata	0.996712874
reverse_12S_1076	2	3	0	0	0	4		reverse		Chordata	0.996680987
reverse_12S_1077	2	2	0	0	0	5		reverse		Chordata	0.99613152
reverse_12S_1078	2	0	0	0	0	7		reverse		Chordata	0.996397683
