	taxon	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2
ASV		Forward	merged	reverse	All	forward	merged	reverse	unmerged	All
487	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	18.0
488	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. BS10	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
489	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp. L1948	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	13.0
490	Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter	0.0	0.0	0.0	0.0	15.0	0.0	0.0	18.0	33.0
491	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter	0.0	0.0	0.0	0.0	14.0	0.0	0.0	57.0	71.0
492	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter brassicae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	17.0
493	Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter medicamentivorans	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	13.0
494	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp. URHE0046	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
495	Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
496	Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae;Thermoleophilum;Thermoleophilum album	0.0	0.0	0.0	0.0	235.0	0.0	0.0	0.0	235.0
497	Ascomycota;Dothideomycetes	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
498	Ascomycota;Dothideomycetes;;Gloniaceae;Cenococcum;Cenococcum geophilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
499	Ascomycota;Dothideomycetes;Pleosporales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	35.0
500	Ascomycota;Dothideomycetes;Pleosporales;Delitschiaceae;Delitschia;Delitschia didyma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
501	Ascomycota;Eurotiomycetes;Chaetothyriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	19.0
502	Ascomycota;Eurotiomycetes;Chaetothyriales;;;Chaetothyriales sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	54.0
503	Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
504	Ascomycota;Lecanoromycetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
505	Ascomycota;Leotiomycetes;Helotiales;Helotiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
506	Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
507	Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	14.0
508	Ascomycota;Sordariomycetes;Sordariales;;Madurella;Madurella mycetomatis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
509	Ascomycota;Sordariomycetes;Xylariales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0
510	Bacillariophyta	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	100.0
511	Bacillariophyta;Bacillariophyceae	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	29.0
512	Bacillariophyta;Bacillariophyceae;;;;Endosymbiont of Kryptoperidinium foliaceum	0.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	12.0
513	Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Bacillaria;Bacillaria paxillifer	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
514	Bacillariophyta;Bacillariophyceae;Cymbellales;Cymbellaceae;Cymbella;Cymbella subturgidula	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	64.0
515	Bacteroidetes;Bacteroidia	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
516	Bacteroidetes;Bacteroidia;Marinilabiliales	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
517	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
518	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;;Chitinophagaceae bacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
519	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sancti	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
520	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. BN130233	0.0	0.0	0.0	0.0	67.0	0.0	0.0	63.0	130.0
521	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. MR-I4	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
522	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. Po14a	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	77.0
523	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Compostibacter;Compostibacter hankyongensis	0.0	0.0	0.0	0.0	13.0	0.0	0.0	20.0	33.0
524	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum flavum	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
525	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter	0.0	0.0	0.0	0.0	21.0	0.0	0.0	55.0	76.0
526	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter paludis	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	13.0
527	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter	0.0	0.0	0.0	0.0	137.0	0.0	0.0	23.0	160.0
528	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter rigui	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	6.0
529	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. BS3-3-4	0.0	0.0	0.0	0.0	21.0	0.0	0.0	17.0	38.0
530	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. Gsoil 439	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	27.0
531	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. MDT2-37	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
532	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella;Niabella ginsenosidivorans	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	13.0
533	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella;Niastella gongjuensis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
534	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Puia;Puia dinghuensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	68.0
535	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter	0.0	0.0	0.0	0.0	74.0	0.0	0.0	16.0	90.0
536	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis	0.0	0.0	0.0	0.0	1853.0	0.0	0.0	821.0	2674.0
537	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter sp. A37C11	0.0	0.0	0.0	0.0	303.0	0.0	0.0	98.0	401.0
538	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Taibaiella	0.0	0.0	0.0	0.0	16.0	0.0	0.0	27.0	43.0
539	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas aquatica	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
540	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas lutea	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	62.0
541	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp. URHE0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	76.0
542	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter	0.0	0.0	0.0	0.0	5.0	0.0	0.0	7.0	12.0
543	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;Ohtaekwangia koreensis	0.0	0.0	0.0	0.0	3.0	0.0	0.0	12.0	15.0
544	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
545	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Nafulsella;Nafulsella turpanensis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
546	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Roseivirga	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
547	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	16.0
548	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aquaticus	0.0	0.0	0.0	0.0	21.0	0.0	0.0	82.0	103.0
549	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter sp. KS35	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
550	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter sp. enrichment culture clone Lpl1-269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
551	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter cavernae	0.0	0.0	0.0	0.0	12.0	0.0	0.0	165.0	177.0
552	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. 1N-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	36.0
553	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. 9PNM-21	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
554	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. TAPP3	0.0	0.0	0.0	0.0	10.0	0.0	0.0	52.0	62.0
555	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Siccationidurans	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
556	Bacteroidetes;Flavobacteriia;;;;Flavobacteria symbiont 5 of Acromyrmex otcospinosus	0.0	0.0	0.0	0.0	4.0	0.0	0.0	20.0	24.0
557	Bacteroidetes;Flavobacteriia;Flavobacteriales	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
558	Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;Owenweeksia hongkongensis	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
559	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;;Flavobacteriaceae bacterium Gu-R-2	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
560	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. BJSF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	11.0
561	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. IgHE	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
562	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. WO	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
563	Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Haliscomenobacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
564	Bacteroidetes;Sphingobacteriia;Sphingobacteriales	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
565	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;Sphingobacteriales bacterium TP524	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
566	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;;Sphingobacteriaceae bacterium BR5-29	0.0	0.0	0.0	0.0	81.0	0.0	0.0	41.0	122.0
567	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. p2(2011)	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
568	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;Solitalea sp. ARS-19	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
569	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-38	0.0	0.0	0.0	0.0	46.0	0.0	0.0	41.0	87.0
570	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-7	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
571	Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	10.0
572	Candidatus Tectomicrobia;;;;Candidatus Entotheonella;Candidatus Entotheonella palauensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	31.0
573	Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.0	454.0
574	Chloroflexi;Anaerolineae;;;;anaerobic bacterium MO-CFX2	0.0	0.0	0.0	0.0	20.0	0.0	0.0	128.0	148.0
575	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	14.0	18.0
576	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;Anaerolineaceae bacterium enrichment culture clone L35B_120	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
577	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;Anaerolineaceae bacterium enrichment culture clone L35B_54	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
578	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Brevefilum;Brevefilum fermentans	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
579	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;Ornatilinea apprima	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
580	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis	0.0	0.0	0.0	0.0	94.0	0.0	0.0	68.0	162.0
581	Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Ardenticatena;Ardenticatena maritima	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
582	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	18.0
583	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
584	Chloroflexi;Chloroflexia;Chloroflexales;;Dehalobium;Dehalobium chlorocoercia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	28.0
585	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
586	Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Candidatus Chloroploca;Candidatus Chloroploca asiatica	0.0	0.0	0.0	0.0	2.0	0.0	0.0	13.0	15.0
587	Chloroflexi;Ktedonobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	103.0
588	Chloroflexi;Ktedonobacteria;Ktedonobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	19.0
589	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
590	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;Ktedonobacter sp. enrichment culture clone CTBE CDB1001C03	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
591	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;Ktedonobacter sp. enrichment culture clone CTBE CDB1001C06	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
592	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;Ktedonobacter sp. enrichment culture clone CTBE CDB1001H01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0
593	Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;Thermomicrobium roseum	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
594	Chlorophyta;Chlorophyceae;Chlamydomonadales;Haematococcaceae;Haematococcus;Haematococcus lacustris	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
595	Chlorophyta;Trebouxiophyceae;Microthamniales;;Elliptochloris;Elliptochloris bilobata	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0
596	Chlorophyta;Trebouxiophyceae;Microthamniales;;Stichococcus;Stichococcus bacillaris	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
597	Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Edaphochlorella;Edaphochlorella mirabilis	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
598	Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces punctatus	0.0	0.0	0.0	0.0	79.0	0.0	0.0	77.0	156.0
599	Cyanobacteria;;Chroococcales;Microcystaceae;Microcystis;Microcystis sp. SAG 43.90	0.0	0.0	0.0	0.0	138.0	0.0	0.0	25.0	163.0
600	Cyanobacteria;;Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
601	Cyanobacteria;;Nostocales;Tolypothrichaceae;Tolypothrix;Tolypothrix scytonemoides	0.0	0.0	0.0	0.0	25.0	0.0	0.0	14.0	39.0
602	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae	0.0	0.0	0.0	0.0	27.0	0.0	0.0	64.0	91.0
603	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	0.0	0.0	0.0	0.0	15.0	0.0	0.0	5.0	20.0
604	Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Candidatus Endomicrobium sp. MdDo-005	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
605	Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Candidatus Endomicrobium trichonymphae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	13.0
606	Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Endomicrobium sp.	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
607	Firmicutes;Bacilli;Bacillales;;Exiguobacterium;Exiguobacterium sibiricum	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
608	Firmicutes;Bacilli;Bacillales;;Exiguobacterium;Exiguobacterium sp. 7613	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0
609	Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
610	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus aryabhattai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	19.0
611	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus benzoevorans	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	31.0
612	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus clausii	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
613	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus firmus	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	144.0
614	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus foraminis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
615	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus halodurans	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
616	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	15.0
617	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus mojavensis	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
618	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sonorensis	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
619	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. TSWCS2	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
620	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	25.0
621	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus tequilensis	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
622	Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus sp. WSUSD3	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
623	Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus litoralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0
624	Firmicutes;Bacilli;Bacillales;Bacillaceae;Hydrogenibacillus;Hydrogenibacillus schlegelii	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
625	Firmicutes;Bacilli;Bacillales;Bacillaceae;Lentibacillus	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	64.0
626	Firmicutes;Bacilli;Bacillales;Bacillaceae;Psychrobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
627	Firmicutes;Bacilli;Bacillales;Paenibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0
628	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
629	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. 27-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411.0	411.0
630	Firmicutes;Bacilli;Bacillales;Pasteuriaceae;Pasteuria	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	14.0
631	Firmicutes;Bacilli;Bacillales;Planococcaceae;Caryophanon;Caryophanon sp. oral clone AV085	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
632	Firmicutes;Bacilli;Bacillales;Planococcaceae;Jeotgalibacillus;Jeotgalibacillus campisalis	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	21.0
633	Firmicutes;Bacilli;Bacillales;Staphylococcaceae	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
634	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
635	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Polycladomyces;Polycladomyces abyssicola	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
636	Firmicutes;Bacilli;Lactobacillales	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	28.0
637	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
638	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp.	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
639	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp. Ln6	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
640	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp. ZT-32	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	42.0
641	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	21.0
642	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus;Tetragenococcus halophilus	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
643	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus brevis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
644	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus oligofermentans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0
645	Firmicutes;Clostridia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	122.0
646	Firmicutes;Clostridia;Clostridiales	0.0	0.0	0.0	0.0	12.0	0.0	0.0	109.0	121.0
647	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator;Caloramator sp. TC17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0
648	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 6-69	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
