	taxon	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_sk	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2	sum-reads_Hi_b2
ASV		Forward	merged	reverse	All	forward	merged	reverse	unmerged	All
957	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;;Kaistibacter ginsenosidimutans	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
958	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	48.0
959	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;Arenimonas daechungensis	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
960	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;Arenimonas sp. enrichment culture clone A20	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
961	Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter sp. UKS-15	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
962	Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
963	Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio sp. XGS	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
964	Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
965	Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta sp.	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	27.0
966	Streptophyta;Jungermanniopsida;Fossombroniales;Fossombroniaceae;Fossombronia;Fossombronia pusilla	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
967	Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio;Thermanaerovibrio velox	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	50.0
968	Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
969	Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;Anaeroplasma bactoclasticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0
970	Thaumarchaeota;;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosoarchaeum;Candidatus Nitrosoarchaeum limnia	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
971	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0
972	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Alterococcus;Alterococcus agarolyticus	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	11.0
973	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp. VeSm13	0.0	0.0	0.0	0.0	318.0	0.0	0.0	335.0	653.0
974	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp. enrichment culture clone Lt-B7	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	21.0
975	Verrucomicrobia;Spartobacteria;;;;Spartobacteria bacterium URHD0058	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	55.0
976	Verrucomicrobia;Spartobacteria;;;;unidentified eubacterium LD29	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0
977	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0
978	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia glycaniphila	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
979	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;unidentified eubacterium RB01	0.0	0.0	0.0	0.0	30.0	0.0	0.0	41.0	71.0
980	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;;Verrucomicrobiaceae bacterium DC2c-37	0.0	0.0	0.0	0.0	10.0	0.0	0.0	15.0	25.0
981	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Brevifollis;Brevifollis gellanilyticus	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	9.0
982	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;Haloferula rosea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	11.0
983	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0
984	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseimicrobium;Roseimicrobium gellanilyticum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
985	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
