	taxon	land1_Hi_sk	land2_Hi_sk	land3_Hi_sk	sea1_Hi_sk	sea2_Hi_sk	sea3_Hi_sk	land1_Hi_b2	land2_Hi_b2	land3_Hi_b2	sea1_Hi_b2	sea2_Hi_b2	sea3_Hi_b2
579	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;Ornatilinea apprima	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
580	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis	0.0	0.0	0.0	0.0	0.0	0.0	52.0	18.0	92.0	0.0	0.0	0.0
581	Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Ardenticatena;Ardenticatena maritima	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
582	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	12.0	0.0	0.0	0.0
583	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
584	Chloroflexi;Chloroflexia;Chloroflexales;;Dehalobium;Dehalobium chlorocoercia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0
585	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;Chloroflexus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	6.0	0.0	0.0	0.0
586	Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Candidatus Chloroploca;Candidatus Chloroploca asiatica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
587	Chloroflexi;Ktedonobacteria	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	45.0	0.0	0.0	0.0
588	Chloroflexi;Ktedonobacteria;Ktedonobacterales	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
589	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
590	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;Ktedonobacter sp. enrichment culture clone CTBE CDB1001C03	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
591	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;Ktedonobacter sp. enrichment culture clone CTBE CDB1001C06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0
592	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;Ktedonobacter sp. enrichment culture clone CTBE CDB1001H01	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
593	Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;Thermomicrobium roseum	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
594	Chlorophyta;Chlorophyceae;Chlamydomonadales;Haematococcaceae;Haematococcus;Haematococcus lacustris	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0
595	Chlorophyta;Trebouxiophyceae;Microthamniales;;Elliptochloris;Elliptochloris bilobata	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0
596	Chlorophyta;Trebouxiophyceae;Microthamniales;;Stichococcus;Stichococcus bacillaris	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0
597	Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Edaphochlorella;Edaphochlorella mirabilis	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
598	Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces punctatus	0.0	0.0	0.0	0.0	0.0	0.0	110.0	1.0	45.0	0.0	0.0	0.0
599	Cyanobacteria;;Chroococcales;Microcystaceae;Microcystis;Microcystis sp. SAG 43.90	0.0	0.0	0.0	0.0	0.0	0.0	53.0	9.0	101.0	0.0	0.0	0.0
600	Cyanobacteria;;Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
601	Cyanobacteria;;Nostocales;Tolypothrichaceae;Tolypothrix;Tolypothrix scytonemoides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	22.0	0.0	0.0	0.0
602	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	1.0	0.0	0.0	0.0
603	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
604	Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Candidatus Endomicrobium sp. MdDo-005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
605	Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Candidatus Endomicrobium trichonymphae	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
606	Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;Endomicrobium sp.	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0
607	Firmicutes;Bacilli;Bacillales;;Exiguobacterium;Exiguobacterium sibiricum	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
608	Firmicutes;Bacilli;Bacillales;;Exiguobacterium;Exiguobacterium sp. 7613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
609	Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus;Aeribacillus pallidus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
610	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus aryabhattai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
611	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus benzoevorans	0.0	0.0	0.0	0.0	0.0	0.0	15.0	7.0	9.0	0.0	0.0	0.0
612	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus clausii	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0
613	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus firmus	0.0	0.0	0.0	0.0	0.0	0.0	62.0	18.0	64.0	0.0	0.0	0.0
614	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus foraminis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
615	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus halodurans	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
616	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	3.0	0.0	0.0	0.0
617	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus mojavensis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
618	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sonorensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
619	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. TSWCS2	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
620	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	20.0	0.0	0.0	0.0
621	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus tequilensis	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
622	Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus sp. WSUSD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
623	Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus litoralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
624	Firmicutes;Bacilli;Bacillales;Bacillaceae;Hydrogenibacillus;Hydrogenibacillus schlegelii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
625	Firmicutes;Bacilli;Bacillales;Bacillaceae;Lentibacillus	0.0	0.0	0.0	0.0	0.0	0.0	10.0	15.0	39.0	0.0	0.0	0.0
626	Firmicutes;Bacilli;Bacillales;Bacillaceae;Psychrobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
627	Firmicutes;Bacilli;Bacillales;Paenibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
628	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0
629	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. 27-9	0.0	0.0	0.0	0.0	0.0	0.0	77.0	129.0	205.0	0.0	0.0	0.0
630	Firmicutes;Bacilli;Bacillales;Pasteuriaceae;Pasteuria	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	8.0	0.0	0.0	0.0
631	Firmicutes;Bacilli;Bacillales;Planococcaceae;Caryophanon;Caryophanon sp. oral clone AV085	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
632	Firmicutes;Bacilli;Bacillales;Planococcaceae;Jeotgalibacillus;Jeotgalibacillus campisalis	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	3.0	0.0	0.0	0.0
633	Firmicutes;Bacilli;Bacillales;Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0
634	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0
635	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Polycladomyces;Polycladomyces abyssicola	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0
636	Firmicutes;Bacilli;Lactobacillales	0.0	0.0	0.0	0.0	0.0	0.0	3.0	15.0	10.0	0.0	0.0	0.0
637	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0
638	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
639	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp. Ln6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
640	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp. ZT-32	0.0	0.0	0.0	0.0	0.0	0.0	9.0	19.0	14.0	0.0	0.0	0.0
641	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	9.0	0.0	0.0	0.0
642	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Tetragenococcus;Tetragenococcus halophilus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0
643	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus brevis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
644	Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus oligofermentans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
645	Firmicutes;Clostridia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	63.0	0.0	0.0	0.0
646	Firmicutes;Clostridia;Clostridiales	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	113.0	0.0	0.0	0.0
647	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator;Caloramator sp. TC17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
648	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 6-69	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0
649	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. M-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
650	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Oceanirhabdus;Oceanirhabdus sediminicola	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0
651	Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella	0.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	16.0	0.0	0.0	0.0
652	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
653	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium ramulus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
654	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Irregularibacter;Irregularibacter muris	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
655	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0
656	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;Lachnospiraceae bacterium	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
657	Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Niameybacter;Niameybacter massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
658	Firmicutes;Clostridia;Clostridiales;Peptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0
659	Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
660	Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum reducens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
661	Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;Symbiobacterium	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
662	Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
663	Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermovenabulum;Thermovenabulum ferriorganovorum	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
664	Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	7.0	0.0	0.0	0.0
665	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;;Veillonellaceae bacterium enrichment culture clone MRHull-S-01F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
666	Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
667	Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
668	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. enrichment culture clone AOCRB-EC-6	0.0	0.0	0.0	0.0	0.0	0.0	163.0	18.0	67.0	0.0	0.0	0.0
669	Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium album	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
670	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium insidiosum	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
671	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ultimum	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	2.0	0.0	0.0	2.0
672	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira	0.0	0.0	0.0	0.0	0.0	0.0	17.0	21.0	51.0	0.0	0.0	0.0
673	Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira enrichment culture clone Ga9-4	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	10.0	0.0	0.0	0.0
674	Planctomycetes;Planctomycetia;;;;Planctomycetia bacterium LP82	0.0	0.0	0.0	0.0	0.0	0.0	110.0	10.0	38.0	0.0	0.0	0.0
675	Planctomycetes;Planctomycetia;;;;Planctomycetia bacterium WSF3-27	0.0	0.0	0.0	0.0	0.0	0.0	25.0	15.0	117.0	0.0	0.0	0.0
676	Planctomycetes;Planctomycetia;Planctomycetales;;;Candidatus Nostocoida acidiphila	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0
677	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycetales bacterium Ellin7244	0.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	28.0	0.0	0.0	0.0
678	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone Ac-C5	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	29.0	0.0	0.0	0.0
679	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone B419	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0
680	Planctomycetes;Planctomycetia;Planctomycetales;;;Planctomycete enrichment culture clone Lt-C7	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0
681	Planctomycetes;Planctomycetia;Planctomycetales;;;bacterium Ellin6059	0.0	0.0	0.0	0.0	0.0	0.0	26.0	4.0	7.0	0.0	0.0	0.0
682	Planctomycetes;Planctomycetia;Planctomycetales;;;bacterium Ellin6062	0.0	0.0	0.0	0.0	0.0	0.0	25.0	6.0	5.0	0.0	0.0	0.0
683	Planctomycetes;Planctomycetia;Planctomycetales;;;metal-contaminated soil clone K20-02	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
684	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Fimbriiglobus;Fimbriiglobus ruber	0.0	0.0	0.0	0.0	0.0	0.0	18.0	7.0	68.0	0.0	0.0	0.0
685	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Ca1-1	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0
686	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Io4-2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0
687	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Io5-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
688	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Wa1-1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0
689	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Gemmata;Gemmata sp. Wa1-6	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	61.0	0.0	0.0	0.0
690	Planctomycetes;Planctomycetia;Planctomycetales;Gemmataceae;Zavarzinella;Zavarzinella formosa	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0
691	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Isosphaera	0.0	0.0	0.0	0.0	0.0	0.0	40.0	37.0	59.0	0.0	0.0	0.0
692	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Isosphaera;Isosphaera sp. Io1-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
693	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Isosphaera;Isosphaera sp. SD2-3	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	4.0	0.0	0.0	0.0
694	Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Singulisphaera;Singulisphaera sp. Io3-4	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
695	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;Planctomycetaceae bacterium D2	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
696	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;Planctomycetaceae bacterium enrichment culture clone CTBE CDB1001D11	0.0	0.0	0.0	0.0	0.0	0.0	14.0	5.0	30.0	0.0	0.0	0.0
697	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete DDSW1318	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
698	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete DDSW3022	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
699	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete DDSe3016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
700	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete DDSe3021	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	11.0	0.0	0.0	0.0
701	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete LX80	0.0	0.0	0.0	0.0	0.0	0.0	47.0	4.0	56.0	0.0	0.0	0.0
702	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;planctomycete WWH14	0.0	0.0	0.0	0.0	0.0	0.0	231.0	75.0	459.0	0.0	0.0	0.0
703	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Candidatus Anammoximicrobium;Candidatus Anammoximicrobium moscowii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
704	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0
705	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula sp. Br1-4	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0
706	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces	0.0	0.0	0.0	0.0	0.0	0.0	9.0	4.0	15.0	0.0	0.0	0.0
707	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctopirus;Planctopirus limnophila	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0
708	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula sp. enrichment culture clone Y125	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	23.0	0.0	0.0	0.0
709	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Tuwongella;Tuwongella immobilis	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	20.0	0.0	0.0	0.0
710	Proteobacteria;Alphaproteobacteria;;;;Alphaproteobacteria bacterium IP-45A	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
711	Proteobacteria;Alphaproteobacteria;;;;Alphaproteobacteria bacterium SJ-8G	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
712	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium AP-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
713	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium CN37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
714	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium CRIB-04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
715	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium KC-IT-H1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
716	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium KC-IT-H2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
717	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium LS7-MT	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0
718	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium PWB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
719	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium SCGC AAA015-F14	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
720	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium Shinshu-th1	0.0	0.0	0.0	0.0	0.0	0.0	13.0	14.0	42.0	0.0	0.0	0.0
721	Proteobacteria;Alphaproteobacteria;;;;alpha proteobacterium Z2	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0
